part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_informed,sub-37,65,1594,4.107,0.063,-3.324
I,Naive,sub-37,118,2119,-2.552,-2.877,-2.141
I,Informed,sub-37,62,2030,3.903,1.349,-6.421
I,Informed,sub-37,43,1610,3.019,3.419,-3.552
I,Informed,sub-37,98,1487,14.665,7.686,-5.764
I,Naive,sub-37,84,143,5.789,11.696,2.703
I,Excl_informed,sub-37,72,1337,3.431,4.861,-0.773
I,Naive,sub-37,81,1788,8.052,11.039,-0.080
I,Informed,sub-37,74,1384,6.003,1.792,5.485
I,Naive,sub-37,120,1880,12.762,11.846,-6.638
I,Naive,sub-37,53,1418,7.293,4.892,0.097
I,Naive,sub-37,25,1896,4.339,6.158,2.211
I,Naive,sub-37,51,2363,6.653,9.387,0.653
I,Naive,sub-37,57,1281,7.913,4.494,-0.556
I,Excl_known,sub-37,14,1805,4.127,-2.815,3.177
I,Naive,sub-37,52,2330,5.951,4.803,5.731
I,Naive,sub-37,90,1674,5.786,5.905,0.808
I,Informed,sub-37,13,1198,4.568,9.824,-6.343
I,Informed,sub-37,92,1219,4.187,6.984,1.318
I,Naive,sub-37,49,2302,3.355,10.292,-2.291
I,Informed,sub-37,70,1357,-3.929,7.053,-1.031
I,Naive,sub-37,116,867,3.892,6.172,-1.626
I,Naive,sub-37,106,1326,2.448,1.999,3.829
I,Naive,sub-37,19,1058,3.701,2.785,3.317
I,Excl_naive,sub-37,76,1675,7.893,7.809,1.279
I,Excl_informed,sub-37,2,1670,4.656,3.604,-1.569
I,Excl_informed,sub-37,67,1659,2.027,5.659,-7.950
I,Naive,sub-37,89,702,9.116,6.526,-2.180
I,Naive,sub-37,108,1402,-2.808,-2.167,-3.139
I,Informed,sub-37,103,1256,14.260,9.872,-0.695
I,Naive,sub-37,110,1619,-6.021,-0.385,-2.436
I,Informed,sub-37,94,1588,3.054,2.933,-2.371
I,Excl_informed,sub-37,7,1704,8.620,4.566,2.640
I,Excl_naive,sub-37,29,1980,5.772,8.661,-5.896
I,Excl_informed,sub-37,8,1430,6.551,6.957,3.955
I,Excl_informed,sub-37,61,1463,3.337,-0.725,0.603
I,Excl_informed,sub-37,93,1194,2.117,2.077,-4.258
I,Naive,sub-37,78,1883,9.329,3.891,0.866
I,Excl_informed,sub-37,99,1858,-0.633,-5.172,0.773
I,Excl_informed,sub-37,37,1410,5.561,7.760,5.257
I,Naive,sub-37,80,2029,5.152,9.825,0.376
I,Excl_informed,sub-37,91,1625,14.457,9.894,-0.539
I,Excl_known,sub-37,96,1718,12.254,3.440,-2.673
I,Naive,sub-37,87,1323,-5.125,4.723,3.570
I,Naive,sub-37,119,1385,4.804,7.252,-7.165
I,Naive,sub-37,85,1398,1.418,3.238,1.102
I,Naive,sub-37,24,983,8.297,11.226,-2.283
I,Naive,sub-37,60,1960,6.065,7.764,1.852
I,Naive,sub-37,17,908,1.339,0.184,-2.265
I,Excl_naive,sub-37,59,1439,1.576,5.270,-3.353
I,Excl_informed,sub-37,68,1637,-0.026,1.409,6.209
I,Excl_informed,sub-37,36,993,-0.586,-0.281,2.282
I,Excl_informed,sub-37,75,1750,12.008,10.091,2.767
I,Naive,sub-37,79,1898,4.423,9.736,-5.379
I,Naive,sub-37,16,1481,-3.849,-0.389,-0.488
I,Informed,sub-37,69,1454,6.247,2.485,-1.441
I,Excl_naive,sub-37,22,1952,8.228,7.606,-3.529
I,Naive,sub-37,117,2268,9.986,4.988,-5.126
I,Naive,sub-37,30,1796,11.111,9.793,3.937
I,Naive,sub-37,109,672,17.287,9.398,-3.696
I,Naive,sub-37,56,1731,1.210,2.478,3.728
I,Excl_informed,sub-37,6,2562,9.874,5.737,-3.230
I,Naive,sub-37,88,1065,4.305,12.215,-1.988
I,Excl_informed,sub-37,39,2030,5.384,12.073,-4.104
I,Excl_informed,sub-37,95,1488,5.931,5.157,1.202
I,Excl_informed,sub-37,45,1392,-4.301,3.179,-4.854
I,Informed,sub-37,101,1269,0.704,2.544,0.764
I,Naive,sub-37,113,1074,-2.948,-2.366,-0.614
I,Informed,sub-37,73,903,7.280,0.355,1.724
I,Informed,sub-37,4,895,5.535,2.988,-0.847
I,Informed,sub-37,35,1831,4.055,5.616,-0.476
I,Naive,sub-37,82,1130,3.458,6.052,-4.999
I,Informed,sub-37,33,1867,2.424,-2.415,-2.018
I,Excl_informed,sub-37,15,887,5.069,1.707,-0.288
I,Naive,sub-37,20,1022,5.225,8.286,-2.624
I,Excl_naive,sub-37,115,1996,-0.339,5.173,-0.561
I,Excl_naive,sub-37,114,1084,11.479,9.589,-1.498
I,Informed,sub-37,34,2014,8.660,4.472,1.689
I,Informed,sub-37,66,1279,0.944,0.743,3.344
I,Naive,sub-37,107,1777,7.367,4.503,0.295
I,Excl_informed,sub-37,40,1764,7.430,8.605,0.281
I,Excl_informed,sub-37,1,856,-2.592,-4.627,3.355
I,Excl_informed,sub-37,64,1273,4.923,-0.131,5.232
I,Excl_known,sub-37,47,680,4.890,-0.862,1.324
I,Informed,sub-37,42,1862,3.120,-0.801,2.305
I,Naive,sub-37,54,2167,3.245,7.416,-2.406
I,Excl_informed,sub-37,3,2262,10.975,2.864,0.318
I,Naive,sub-37,21,2062,2.583,4.917,0.615
I,Naive,sub-37,55,1105,9.356,0.229,4.402
I,Excl_informed,sub-37,102,2556,4.495,3.875,-0.610
I,Informed,sub-37,10,1325,3.944,10.541,-6.137
I,Naive,sub-37,23,776,5.510,7.405,0.194
I,Informed,sub-37,12,2204,-0.044,3.581,2.674
I,Excl_informed,sub-37,100,1313,6.026,6.096,-1.844
I,Informed,sub-37,105,1475,0.987,4.778,1.055
I,Excl_informed,sub-37,31,1033,8.855,7.953,-2.685
I,Excl_informed,sub-37,104,1508,8.395,3.696,-1.005
I,Naive,sub-37,48,2060,4.029,5.182,-2.085
I,Naive,sub-37,111,1574,-11.265,2.595,2.567
I,Naive,sub-37,50,1736,9.875,6.266,1.484
I,Excl_informed,sub-37,41,1609,9.948,6.524,-0.029
I,Naive,sub-37,27,708,0.961,0.422,0.414
I,Naive,sub-37,77,1335,3.633,3.491,-1.456
I,Informed,sub-37,38,1317,-0.119,-1.622,2.520
I,Informed,sub-37,44,1076,7.370,4.381,3.732
I,Naive,sub-37,86,2223,2.638,7.289,6.815
I,Naive,sub-37,26,2531,10.224,7.676,-1.141
I,Informed,sub-37,9,891,7.263,4.986,-2.828
I,Informed,sub-37,5,2426,9.077,5.947,-0.383
I,Naive,sub-37,46,1041,2.124,-1.834,4.045
I,Excl_naive,sub-37,58,1942,5.420,5.648,-0.971
I,Naive,sub-37,112,2170,5.539,7.596,-3.889
I,Informed,sub-37,32,1346,2.348,4.807,-2.474
I,Informed,sub-37,11,2053,7.941,6.718,-4.317
I,Informed,sub-37,63,2311,7.674,8.873,-3.653
I,Excl_naive,sub-37,83,1172,5.846,5.373,-2.604
II,Informed,sub-37,103,2453,2.158,3.274,0.527
II,Excl_informed,sub-37,7,2738,-1.624,-4.381,-0.192
II,Excl_informed,sub-37,40,1035,5.751,2.504,-4.966
II,Excl_naive,sub-37,76,0,2.787,-0.505,1.760
II,Excl_informed,sub-37,64,1188,8.254,3.847,2.144
II,Naive,sub-37,84,969,7.082,4.187,3.545
II,Naive,sub-37,56,1438,-4.745,6.295,-2.333
II,Excl_informed,sub-37,45,1100,6.395,-3.581,6.206
II,Naive,sub-37,18,1813,2.542,1.917,4.682
II,Informed,sub-37,34,1394,2.593,-4.235,1.383
II,Informed,sub-37,43,947,4.695,5.026,-1.643
II,Naive,sub-37,118,1561,3.049,1.548,3.233
II,Informed,sub-37,94,1593,0.213,4.554,-1.649
II,Informed,sub-37,63,1673,-7.505,-2.896,-3.289
II,Naive,sub-37,21,1344,7.235,2.676,-0.644
II,Naive,sub-37,82,1625,2.248,0.418,-1.532
II,Naive,sub-37,27,1239,2.100,-1.828,3.300
II,Excl_naive,sub-37,58,1842,7.576,5.009,4.216
II,Informed,sub-37,32,1831,6.461,-0.899,4.747
II,Informed,sub-37,12,1397,4.082,3.229,4.702
II,Excl_known,sub-37,14,1373,5.415,1.276,-1.154
II,Informed,sub-37,44,1343,6.070,3.271,1.405
II,Naive,sub-37,85,947,6.848,-0.291,-1.433
II,Naive,sub-37,117,1763,-4.071,-3.780,-3.130
II,Naive,sub-37,80,1732,1.754,4.001,-2.751
II,Naive,sub-37,28,1403,-1.503,-2.435,1.794
II,Naive,sub-37,106,962,2.983,2.218,-5.567
II,Excl_informed,sub-37,6,1432,10.305,7.277,1.237
II,Naive,sub-37,110,1499,1.567,2.454,4.192
II,Excl_informed,sub-37,68,758,7.061,3.919,-2.811
III,Naive,sub-37,28,1329,2.152,-1.735,-5.321
III,Excl_informed,sub-37,64,2024,7.995,2.092,3.415
III,Informed,sub-37,63,890,1.059,-1.045,2.253
III,Informed,sub-37,94,1196,-1.717,3.220,-1.665
III,Naive,sub-37,56,1904,8.299,7.686,-5.943
III,Excl_informed,sub-37,40,1116,5.006,0.451,1.736
III,Naive,sub-37,110,946,6.304,6.942,-1.805
III,Informed,sub-37,34,0,-2.121,-1.226,0.179
III,Naive,sub-37,27,1132,-0.111,-3.489,-1.778
III,Informed,sub-37,43,794,-0.347,6.990,0.152
III,Excl_known,sub-37,14,833,-1.319,-1.668,0.091
III,Naive,sub-37,80,712,5.982,7.131,-2.799
III,Informed,sub-37,44,1528,0.293,3.037,-7.462
III,Naive,sub-37,21,1314,6.954,10.247,-4.125
III,Excl_informed,sub-37,68,1739,8.874,4.491,-4.545
III,Informed,sub-37,32,1275,3.880,6.667,-6.125
III,Naive,sub-37,106,1004,6.861,7.368,-4.574
III,Naive,sub-37,84,830,6.468,5.208,-4.661
III,Informed,sub-37,103,1236,3.494,6.785,4.182
III,Informed,sub-37,12,841,-1.414,-0.404,-0.490
III,Excl_naive,sub-37,58,1062,0.361,-1.716,-3.195
III,Naive,sub-37,82,926,-3.330,5.608,-2.099
III,Naive,sub-37,118,937,5.406,3.972,2.902
III,Excl_informed,sub-37,45,794,6.128,0.119,-3.848
III,Naive,sub-37,117,1705,3.122,2.621,0.532
III,Naive,sub-37,85,1328,6.094,10.991,-2.042
III,Excl_informed,sub-37,7,1672,11.420,4.796,-4.545
III,Excl_naive,sub-37,76,913,7.554,9.936,-3.261
III,Excl_informed,sub-37,6,1607,8.731,11.684,-5.061
III,Naive,sub-37,18,959,7.983,2.627,-1.615
II,Naive,sub-37,90,1184,4.760,3.097,-0.575
II,Naive,sub-37,30,1041,-3.676,-1.595,-2.639
II,Informed,sub-37,9,1291,5.147,1.588,7.055
II,Excl_informed,sub-37,37,1798,0.417,-0.550,-0.883
II,Excl_known,sub-37,96,803,7.787,-0.725,4.380
II,Excl_naive,sub-37,22,1858,2.629,-1.334,2.242
II,Naive,sub-37,86,1224,16.692,11.926,1.140
II,Excl_informed,sub-37,67,684,2.199,1.935,-1.989
II,Excl_informed,sub-37,99,1743,-0.632,3.398,-1.929
II,Excl_informed,sub-37,97,846,2.021,1.959,0.100
II,Naive,sub-37,17,1827,2.604,4.160,1.909
II,Naive,sub-37,109,1006,5.341,1.809,2.510
II,Naive,sub-37,112,733,6.157,2.557,-0.774
II,Naive,sub-37,120,1090,4.963,-0.497,-2.283
II,Naive,sub-37,23,1682,4.497,4.721,-1.503
II,Excl_informed,sub-37,95,1722,1.113,0.974,-0.490
II,Excl_informed,sub-37,91,2084,2.665,-2.267,0.536
II,Excl_informed,sub-37,102,1867,5.155,1.508,1.900
II,Informed,sub-37,38,1719,12.413,2.714,1.769
II,Naive,sub-37,119,1540,4.073,1.360,-0.772
II,Naive,sub-37,79,1354,3.834,7.078,4.748
II,Informed,sub-37,92,2012,8.475,5.245,2.282
II,Naive,sub-37,107,1135,8.068,6.837,1.306
II,Naive,sub-37,25,1105,10.561,10.471,-3.816
II,Informed,sub-37,4,1584,5.355,-3.652,1.847
II,Naive,sub-37,53,1129,0.717,7.558,5.275
II,Informed,sub-37,101,1115,5.973,-5.542,3.302
II,Informed,sub-37,10,2091,1.128,-0.209,-3.406
III,Excl_informed,sub-37,97,1943,9.489,11.021,-1.421
III,Naive,sub-37,23,2298,11.252,3.073,-5.287
III,Naive,sub-37,119,1114,5.112,9.727,-5.712
III,Informed,sub-37,101,1310,6.977,5.343,2.416
III,Informed,sub-37,4,1058,6.238,1.428,-3.241
III,Excl_informed,sub-37,37,1671,-1.428,2.817,-9.052
III,Excl_known,sub-37,96,797,1.320,2.014,-3.325
III,Informed,sub-37,9,1037,-1.753,-0.499,0.507
III,Excl_informed,sub-37,61,1362,4.055,4.877,-8.507
III,Naive,sub-37,79,539,4.793,2.565,-1.632
III,Excl_informed,sub-37,99,1247,2.239,1.551,0.071
III,Naive,sub-37,120,997,9.934,7.387,-5.715
III,Naive,sub-37,90,1166,5.522,8.406,-0.426
III,Naive,sub-37,109,763,0.735,0.837,-1.308
III,Informed,sub-37,92,1057,2.699,6.292,-1.491
III,Naive,sub-37,112,1206,-0.334,2.351,-0.384
III,Naive,sub-37,107,1185,6.144,4.050,-2.339
III,Excl_naive,sub-37,59,1198,4.154,3.269,-1.214
III,Naive,sub-37,53,1472,2.662,7.472,-5.120
III,Excl_informed,sub-37,67,1000,-3.656,1.252,-0.374
III,Naive,sub-37,17,864,15.662,14.276,-1.394
III,Excl_informed,sub-37,91,1052,5.090,2.802,2.344
III,Excl_naive,sub-37,22,1319,7.563,0.984,-2.341
III,Informed,sub-37,10,730,8.876,8.124,-1.500
III,Excl_informed,sub-37,95,940,12.437,4.874,2.022
III,Naive,sub-37,30,1045,12.489,6.802,2.704
III,Informed,sub-37,38,778,6.514,3.200,1.124
III,Excl_informed,sub-37,102,1198,10.064,5.837,-0.621
III,Naive,sub-37,25,920,6.743,3.328,-1.987
III,Naive,sub-37,86,826,0.554,-2.248,-1.142
II,Naive,sub-37,111,1615,3.594,3.389,-3.474
II,Informed,sub-37,13,1666,2.615,10.472,-2.777
II,Excl_informed,sub-37,65,1692,7.745,6.873,-0.937
II,Naive,sub-37,89,904,11.856,2.419,0.766
II,Excl_informed,sub-37,41,1373,0.341,2.086,-0.610
II,Naive,sub-37,26,2169,3.067,6.395,-0.916
II,Informed,sub-37,62,1592,1.813,1.049,-3.069
II,Informed,sub-37,66,1533,6.265,-1.522,1.522
II,Excl_known,sub-37,47,1528,6.513,0.528,4.200
II,Informed,sub-37,42,1497,4.491,0.731,-2.174
II,Naive,sub-37,46,1053,4.926,0.480,1.881
II,Informed,sub-37,69,1328,11.315,7.884,0.467
II,Informed,sub-37,5,1685,1.582,2.731,2.467
II,Excl_informed,sub-37,93,1501,3.792,0.375,-3.506
II,Naive,sub-37,78,1026,5.515,-1.366,2.462
II,Naive,sub-37,81,1071,6.937,4.616,0.406
II,Naive,sub-37,49,989,6.259,3.222,-4.031
II,Naive,sub-37,20,1573,8.354,2.603,1.309
II,Informed,sub-37,70,1926,5.938,-1.351,2.238
II,Informed,sub-37,105,1607,6.289,0.406,-4.619
II,Naive,sub-37,108,984,8.231,4.527,-2.352
II,Excl_informed,sub-37,31,1656,5.377,3.893,-1.639
II,Naive,sub-37,50,1242,-1.177,-1.721,1.697
II,Naive,sub-37,77,1879,4.996,1.397,1.402
II,Naive,sub-37,51,1282,8.925,3.143,2.608
II,Excl_naive,sub-37,115,1316,2.120,2.004,1.223
II,Excl_informed,sub-37,15,1010,-0.714,-3.249,3.180
II,Naive,sub-37,24,1565,2.290,-4.012,0.238
II,Excl_known,sub-37,71,1003,1.863,3.800,-0.012
II,Excl_informed,sub-37,100,1700,3.616,-3.846,3.689
III,Excl_informed,sub-37,31,1095,10.965,2.839,-3.846
III,Excl_known,sub-37,47,1066,5.067,3.357,-4.828
III,Informed,sub-37,13,700,1.338,2.981,-0.168
III,Informed,sub-37,5,732,2.809,1.454,0.232
III,Informed,sub-37,105,1679,10.490,8.518,1.696
III,Informed,sub-37,69,1063,4.738,3.009,3.899
III,Informed,sub-37,42,1037,8.668,7.963,-1.652
III,Excl_informed,sub-37,65,1554,7.035,6.326,1.012
III,Informed,sub-37,66,1540,5.871,1.446,-3.487
III,Naive,sub-37,24,1824,2.411,3.148,-8.009
III,Naive,sub-37,78,678,7.163,6.696,4.865
III,Naive,sub-37,77,1110,2.512,-0.919,2.607
III,Naive,sub-37,20,1796,13.809,6.426,6.540
III,Naive,sub-37,26,797,-0.824,2.596,-3.693
III,Naive,sub-37,49,1283,3.998,2.477,1.673
III,Excl_naive,sub-37,115,1448,7.683,7.763,-5.026
III,Informed,sub-37,70,1223,16.800,12.066,1.466
III,Informed,sub-37,62,649,6.243,3.752,2.702
III,Naive,sub-37,89,741,9.455,10.061,-3.639
III,Excl_informed,sub-37,100,1065,2.992,2.510,0.386
III,Excl_informed,sub-37,15,889,3.784,2.210,-0.194
III,Excl_known,sub-37,71,791,2.755,8.331,-2.993
III,Naive,sub-37,50,835,1.960,4.020,-4.234
III,Naive,sub-37,46,978,6.463,4.553,3.400
III,Excl_informed,sub-37,93,1585,8.261,0.480,-11.844
III,Naive,sub-37,111,996,7.189,8.142,-6.332
III,Naive,sub-37,108,717,9.840,7.674,2.191
III,Excl_informed,sub-37,41,1417,8.453,14.176,-1.417
II,Excl_informed,sub-37,75,1420,2.958,3.321,1.262
II,Naive,sub-37,55,1209,12.606,8.746,4.462
II,Informed,sub-37,11,1549,5.623,2.899,2.583
II,Excl_naive,sub-37,83,1463,-0.078,0.423,1.596
II,Naive,sub-37,54,1153,9.747,4.034,1.286
II,Informed,sub-37,98,2063,13.143,1.665,2.385
II,Excl_informed,sub-37,3,958,-0.560,5.996,3.537
II,Informed,sub-37,35,1292,7.309,2.389,1.308
II,Naive,sub-37,88,1010,9.681,8.220,0.799
II,Excl_informed,sub-37,8,1138,7.171,5.833,-6.461
II,Excl_naive,sub-37,29,1085,0.057,2.577,1.210
II,Excl_naive,sub-37,114,1821,8.461,4.052,-3.165
II,Naive,sub-37,19,1339,8.041,4.916,3.306
II,Naive,sub-37,16,1402,2.146,-0.660,-0.591
II,Naive,sub-37,48,895,5.539,0.104,1.633
II,Excl_informed,sub-37,104,1562,3.120,5.399,-3.252
II,Excl_informed,sub-37,39,1581,6.671,0.830,-3.706
II,Naive,sub-37,60,1220,2.219,1.503,3.191
II,Naive,sub-37,87,1132,2.395,3.466,-4.041
II,Informed,sub-37,33,1693,-5.491,-1.969,1.128
II,Naive,sub-37,57,1131,-2.068,-3.513,-2.631
II,Naive,sub-37,52,1830,5.170,0.807,7.864
II,Excl_informed,sub-37,1,1448,0.728,-1.665,-2.831
II,Excl_informed,sub-37,36,1746,4.452,-1.276,3.233
II,Informed,sub-37,74,1838,-3.833,1.471,-0.892
II,Informed,sub-37,73,1365,5.281,-0.407,2.883
II,Excl_informed,sub-37,72,1453,3.200,-1.816,3.789
II,Naive,sub-37,113,934,0.634,5.069,-0.775
II,Naive,sub-37,116,761,0.122,2.264,-0.340
II,Excl_informed,sub-37,2,1506,0.536,-3.354,3.760
III,Excl_informed,sub-37,8,1616,-4.326,-0.315,-0.201
III,Informed,sub-37,74,1398,6.976,10.608,-1.414
III,Excl_informed,sub-37,75,831,10.969,6.574,-0.875
III,Naive,sub-37,48,968,8.601,4.779,-3.774
III,Naive,sub-37,55,919,9.772,6.378,-5.845
III,Naive,sub-37,54,1218,7.419,8.957,-7.088
III,Naive,sub-37,52,815,2.406,-0.061,-0.931
III,Naive,sub-37,87,1311,3.254,-1.845,-0.290
III,Excl_informed,sub-37,72,766,3.684,5.080,-0.839
III,Naive,sub-37,88,1160,6.913,6.112,-0.612
III,Naive,sub-37,19,1605,3.207,4.402,-3.257
III,Excl_naive,sub-37,114,1215,7.651,10.176,-1.847
III,Informed,sub-37,35,745,4.101,6.582,0.426
III,Excl_informed,sub-37,3,1570,-2.817,-1.552,2.208
III,Naive,sub-37,60,749,-1.244,-7.644,-0.372
III,Naive,sub-37,113,1186,3.372,6.461,-2.624
III,Excl_informed,sub-37,39,1118,2.316,1.444,-1.537
III,Informed,sub-37,73,1050,2.117,3.936,1.290
III,Excl_informed,sub-37,1,1394,-0.280,4.141,-3.847
III,Informed,sub-37,11,961,3.904,0.664,0.723
III,Naive,sub-37,57,1726,12.412,10.585,3.315
III,Excl_informed,sub-37,36,1026,-1.078,1.723,1.764
III,Excl_informed,sub-37,104,692,0.585,-0.802,-0.886
III,Excl_naive,sub-37,83,1641,12.262,9.275,-4.614
III,Informed,sub-37,98,916,9.159,3.867,-4.155
III,Naive,sub-37,16,676,-0.906,3.410,-1.401
III,Excl_informed,sub-37,2,726,13.380,4.568,1.927
III,Naive,sub-37,116,767,10.224,5.939,-0.257
III,Excl_naive,sub-37,29,987,11.625,9.949,-0.420
