part,condition,subject_id,item_id,RT,P1,N170,N400
I,Naive,sub-22,15,1722,6.155,10.428,-1.809
I,Naive,sub-22,43,0,5.964,9.109,6.541
I,Excl_known,sub-22,87,486,15.800,15.832,1.472
I,Informed,sub-22,80,1842,21.429,28.168,-9.797
I,Excl_informed,sub-22,20,1433,0.512,4.918,-7.975
II,Naive,sub-22,101,2059,10.075,0.972,0.210
II,Naive,sub-22,10,1537,22.397,4.991,7.288
II,Informed,sub-22,81,1320,13.229,15.314,-1.489
II,Informed,sub-22,56,369,5.238,2.596,8.496
II,Informed,sub-22,82,1952,16.953,12.762,9.173
II,Naive,sub-22,67,2395,7.983,14.480,5.202
II,Naive,sub-22,99,1460,10.202,0.727,4.114
II,Naive,sub-22,73,1284,9.865,0.854,3.333
II,Informed,sub-22,48,866,18.486,4.123,3.988
II,Naive,sub-22,98,1789,12.373,2.099,9.214
II,Informed,sub-22,108,2280,7.839,4.914,-5.574
II,Excl_naive,sub-22,31,0,6.864,7.266,-5.282
II,Excl_known,sub-22,87,2403,12.558,1.051,16.701
II,Naive,sub-22,5,1041,20.934,14.248,10.238
II,Excl_known,sub-22,50,2468,7.904,1.858,8.419
II,Informed,sub-22,112,1182,16.192,9.686,1.013
II,Naive,sub-22,65,1005,4.427,9.378,9.122
II,Naive,sub-22,74,1108,11.780,19.230,-1.994
II,Naive,sub-22,104,2728,4.550,-3.121,11.512
II,Informed,sub-22,114,2772,1.608,3.413,5.360
II,Informed,sub-22,49,1439,15.012,19.438,3.317
II,Excl_informed,sub-22,113,0,1.340,1.619,6.475
II,Naive,sub-22,34,2114,9.046,3.496,2.936
II,Informed,sub-22,58,1413,6.422,4.228,4.907
II,Informed,sub-22,79,1022,12.448,7.425,4.871
II,Naive,sub-22,36,837,-3.343,-5.153,7.060
II,Excl_naive,sub-22,45,0,14.190,4.243,2.265
II,Naive,sub-22,11,1136,11.866,3.573,5.700
II,Excl_known,sub-22,89,1254,2.234,5.375,9.927
II,Informed,sub-22,117,1161,-8.050,-6.091,-6.642
III,Informed,sub-22,82,944,0.509,12.015,6.307
III,Naive,sub-22,67,1531,21.545,17.158,-10.420
III,Informed,sub-22,58,685,4.703,9.704,-1.836
III,Naive,sub-22,99,1264,8.789,9.180,-0.598
III,Excl_naive,sub-22,45,1502,10.104,-0.139,0.206
III,Informed,sub-22,112,928,0.433,5.202,4.611
III,Excl_known,sub-22,89,957,17.436,18.315,-5.125
III,Naive,sub-22,5,759,17.019,22.969,-2.717
III,Excl_naive,sub-22,31,1367,14.080,8.222,2.818
III,Naive,sub-22,73,1052,24.678,5.491,2.292
III,Informed,sub-22,56,653,16.528,12.065,0.793
III,Informed,sub-22,114,1791,2.733,7.931,5.207
III,Naive,sub-22,65,1055,8.228,8.781,-8.922
III,Informed,sub-22,48,1204,5.484,6.535,6.649
III,Informed,sub-22,117,750,8.771,5.228,-0.004
III,Naive,sub-22,74,2013,2.283,6.337,-8.933
III,Naive,sub-22,36,758,19.194,6.929,0.682
III,Excl_informed,sub-22,113,1180,8.713,4.836,-2.938
III,Informed,sub-22,81,1191,13.707,16.795,-2.906
III,Naive,sub-22,11,1784,11.829,2.808,5.092
III,Informed,sub-22,49,1239,5.250,10.165,1.169
III,Excl_known,sub-22,87,1082,7.642,11.310,5.280
III,Excl_known,sub-22,50,1146,-3.720,19.120,4.168
III,Informed,sub-22,79,720,5.975,9.871,-1.601
III,Naive,sub-22,101,1421,16.705,8.753,3.255
III,Naive,sub-22,34,989,13.958,6.576,-4.515
III,Naive,sub-22,104,785,12.897,14.184,-5.382
III,Naive,sub-22,10,1156,9.098,14.111,-1.123
III,Informed,sub-22,108,1752,-1.549,7.317,-9.410
III,Naive,sub-22,98,2120,10.725,9.302,-2.502
II,Informed,sub-22,119,674,15.541,13.170,1.352
II,Informed,sub-22,84,1347,17.538,8.037,-2.964
II,Naive,sub-22,38,1133,4.019,7.445,1.562
II,Excl_informed,sub-22,46,1366,8.914,7.306,6.522
II,Naive,sub-22,102,1648,4.901,2.324,-2.901
II,Excl_naive,sub-22,69,0,15.415,9.839,-9.730
II,Naive,sub-22,37,1473,6.990,13.212,4.916
II,Naive,sub-22,44,1739,-0.295,3.306,-5.799
II,Excl_naive,sub-22,2,1823,16.502,12.077,-1.039
II,Excl_known,sub-22,35,1690,4.238,1.778,11.901
II,Naive,sub-22,41,2598,16.398,7.326,1.999
II,Excl_informed,sub-22,106,1555,17.222,21.082,-3.491
II,Naive,sub-22,42,1317,15.009,6.684,5.859
II,Informed,sub-22,90,2843,11.620,2.433,3.202
II,Informed,sub-22,110,2194,18.077,7.736,0.192
II,Excl_informed,sub-22,20,1755,9.598,15.405,-6.373
II,Naive,sub-22,33,1433,2.634,10.134,-6.476
II,Naive,sub-22,7,1355,6.436,13.622,-0.150
II,Informed,sub-22,107,893,22.622,19.373,-2.774
II,Informed,sub-22,47,2060,14.122,5.465,7.788
II,Informed,sub-22,85,762,14.522,15.289,-1.315
II,Excl_informed,sub-22,16,2076,14.218,3.784,9.335
II,Excl_informed,sub-22,29,0,-1.004,-0.910,-4.553
II,Naive,sub-22,39,2095,13.869,14.662,-4.931
II,Naive,sub-22,68,1548,8.617,-2.930,12.798
II,Informed,sub-22,51,1284,2.209,3.411,9.834
II,Informed,sub-22,53,1250,16.666,10.326,-0.585
II,Excl_informed,sub-22,30,812,10.885,9.421,1.552
II,Naive,sub-22,12,1492,8.560,2.077,-2.130
II,Naive,sub-22,9,2521,16.126,10.112,-2.030
III,Excl_informed,sub-22,20,1372,0.056,8.656,-10.005
III,Naive,sub-22,33,745,22.470,18.363,-9.763
III,Excl_informed,sub-22,106,760,10.380,9.787,-4.451
III,Informed,sub-22,47,877,20.473,12.630,-1.619
III,Naive,sub-22,42,726,20.969,14.015,-6.679
III,Informed,sub-22,85,746,8.382,18.001,-4.118
III,Excl_naive,sub-22,2,694,12.928,8.219,3.873
III,Excl_informed,sub-22,16,698,10.313,1.940,-1.977
III,Informed,sub-22,90,1447,-2.146,15.878,-5.426
III,Naive,sub-22,37,926,11.621,14.673,-2.091
III,Excl_informed,sub-22,29,1374,16.398,20.826,-1.065
III,Informed,sub-22,84,1302,18.090,23.270,1.637
III,Informed,sub-22,53,649,17.287,15.356,2.450
III,Naive,sub-22,7,842,17.320,7.033,-2.327
III,Naive,sub-22,44,841,15.271,19.238,-3.247
III,Naive,sub-22,38,1284,19.076,16.241,-2.195
III,Informed,sub-22,107,804,20.037,19.844,-3.994
III,Excl_naive,sub-22,69,2687,22.256,20.048,-6.104
III,Naive,sub-22,41,1044,8.727,10.898,6.146
III,Naive,sub-22,102,863,24.953,24.512,-2.682
III,Naive,sub-22,68,604,7.367,4.685,9.495
III,Naive,sub-22,12,990,12.268,10.376,8.014
III,Naive,sub-22,9,984,15.749,10.415,-1.981
III,Informed,sub-22,51,1400,17.915,9.695,-0.167
III,Informed,sub-22,119,663,16.631,6.274,0.415
III,Excl_known,sub-22,35,1754,22.902,10.449,1.332
III,Naive,sub-22,39,1587,16.657,20.953,-5.309
III,Excl_informed,sub-22,46,1438,13.841,9.542,-2.779
III,Excl_informed,sub-22,30,1700,14.096,20.970,-4.930
III,Informed,sub-22,110,1994,10.356,13.573,-2.692
II,Informed,sub-22,111,1654,6.262,12.496,-2.623
II,Informed,sub-22,109,1553,19.966,3.343,5.191
II,Naive,sub-22,72,873,11.342,5.291,1.046
II,Informed,sub-22,77,1031,23.200,4.511,7.726
II,Naive,sub-22,32,1482,26.517,14.010,3.302
II,Informed,sub-22,25,1689,-10.392,7.507,-1.092
II,Excl_informed,sub-22,118,1632,7.759,3.649,5.884
II,Naive,sub-22,103,2021,10.189,4.112,5.968
II,Informed,sub-22,24,1883,4.473,11.113,12.751
II,Informed,sub-22,59,2785,5.602,3.989,-3.475
II,Informed,sub-22,19,1835,5.648,6.534,2.160
II,Informed,sub-22,88,1535,1.685,5.185,-2.790
II,Naive,sub-22,92,2430,7.131,1.491,7.432
II,Excl_naive,sub-22,3,0,13.899,9.065,-3.671
II,Informed,sub-22,57,1786,10.692,0.211,4.596
II,Naive,sub-22,43,1471,12.533,-11.529,10.186
II,Naive,sub-22,64,1410,14.848,8.755,-3.552
II,Informed,sub-22,86,2120,15.148,7.400,5.186
II,Naive,sub-22,70,1606,7.332,16.286,-3.369
II,Naive,sub-22,93,1369,12.879,12.154,-10.829
II,Informed,sub-22,26,716,17.377,13.045,0.396
II,Informed,sub-22,80,1874,6.572,8.242,-11.619
II,Naive,sub-22,15,1009,0.393,8.800,5.646
II,Excl_known,sub-22,54,2781,21.273,8.113,-10.085
II,Naive,sub-22,14,2035,-0.019,10.606,-6.829
II,Naive,sub-22,95,1613,7.893,6.779,4.477
II,Naive,sub-22,8,2252,13.634,6.891,8.434
II,Excl_informed,sub-22,18,2596,2.138,8.152,-7.552
II,Naive,sub-22,91,1138,5.350,8.429,3.047
II,Excl_naive,sub-22,71,1802,10.752,7.142,12.330
III,Naive,sub-22,72,1954,-9.980,10.348,1.733
III,Informed,sub-22,59,1355,7.131,11.752,-6.782
III,Informed,sub-22,88,1098,11.410,12.329,1.002
III,Informed,sub-22,19,624,16.025,27.885,-1.207
III,Naive,sub-22,103,856,4.988,5.760,3.709
III,Excl_naive,sub-22,3,905,8.994,14.626,-5.186
III,Informed,sub-22,109,2080,16.704,22.912,-4.547
III,Naive,sub-22,92,900,20.811,11.424,-1.978
III,Informed,sub-22,111,713,4.607,11.770,5.863
III,Naive,sub-22,8,931,17.552,22.415,-3.549
III,Naive,sub-22,70,1151,26.528,8.552,3.945
III,Naive,sub-22,95,1462,6.861,11.423,1.253
III,Naive,sub-22,32,1138,20.593,9.508,-8.535
III,Informed,sub-22,24,1740,18.801,21.447,-5.683
III,Informed,sub-22,26,652,17.223,14.894,0.081
III,Informed,sub-22,77,681,20.534,17.203,4.538
III,Excl_naive,sub-22,71,1537,-8.405,4.142,-5.088
III,Excl_informed,sub-22,118,814,9.491,0.590,4.626
III,Naive,sub-22,15,878,19.038,10.562,-3.838
III,Naive,sub-22,91,647,2.491,1.519,-1.740
III,Informed,sub-22,86,737,28.840,16.863,-3.265
III,Naive,sub-22,43,767,12.670,12.250,-0.092
III,Informed,sub-22,80,1054,8.562,10.174,12.306
III,Naive,sub-22,14,760,4.354,2.563,-5.202
III,Excl_informed,sub-22,18,1110,18.604,23.047,-3.370
III,Naive,sub-22,93,1381,8.745,11.197,0.039
III,Excl_known,sub-22,54,1032,13.477,16.848,8.593
III,Informed,sub-22,57,1602,24.954,14.135,-2.112
III,Informed,sub-22,25,848,4.732,8.544,6.819
III,Naive,sub-22,64,2390,14.017,13.220,0.713
II,Excl_known,sub-22,62,1275,10.553,11.679,-5.015
II,Naive,sub-22,61,1053,4.433,5.811,-8.333
II,Informed,sub-22,21,1316,11.687,6.437,-0.425
II,Excl_informed,sub-22,17,925,6.732,4.166,6.390
II,Informed,sub-22,60,1449,14.534,11.612,1.126
II,Naive,sub-22,1,2498,-3.104,-5.263,-2.338
II,Naive,sub-22,75,2391,11.595,5.116,-1.903
II,Naive,sub-22,105,2090,22.501,12.006,-4.853
II,Naive,sub-22,96,1505,4.938,0.009,5.624
II,Informed,sub-22,115,1624,0.221,-0.381,12.836
II,Excl_informed,sub-22,23,1912,12.598,9.466,-2.903
II,Naive,sub-22,100,790,25.416,3.467,-0.242
II,Naive,sub-22,94,841,2.371,9.641,0.413
II,Naive,sub-22,66,1156,8.560,3.701,5.229
II,Excl_informed,sub-22,76,1638,18.448,-2.288,4.602
II,Naive,sub-22,13,2038,10.727,1.425,4.046
II,Informed,sub-22,116,1818,11.602,9.023,1.005
II,Naive,sub-22,40,2553,12.248,4.405,4.371
II,Excl_known,sub-22,28,2641,8.634,13.869,-7.855
II,Excl_naive,sub-22,6,0,10.655,11.629,2.457
II,Excl_informed,sub-22,78,1671,21.717,8.566,1.658
II,Excl_informed,sub-22,55,2263,10.608,3.933,-4.261
II,Naive,sub-22,4,2252,14.216,3.358,-0.642
II,Excl_informed,sub-22,83,1719,15.358,5.888,1.950
II,Excl_informed,sub-22,22,2221,25.028,18.145,-10.631
II,Excl_informed,sub-22,120,0,8.502,11.969,-5.714
II,Informed,sub-22,52,2895,4.555,5.192,-5.899
II,Naive,sub-22,63,1740,3.312,-8.142,14.962
II,Naive,sub-22,97,1628,19.989,7.723,5.106
II,Informed,sub-22,27,1307,2.011,2.993,6.845
III,Naive,sub-22,105,1136,2.880,7.746,10.993
III,Excl_informed,sub-22,83,731,12.110,8.644,-3.502
III,Informed,sub-22,52,899,5.914,3.638,1.400
III,Naive,sub-22,100,974,9.624,1.798,-2.392
III,Informed,sub-22,21,1112,11.161,14.111,3.850
III,Naive,sub-22,96,902,7.208,12.653,-3.623
III,Naive,sub-22,75,2262,8.714,5.470,3.286
III,Excl_informed,sub-22,78,1373,-5.952,5.333,9.098
III,Excl_informed,sub-22,23,1211,11.518,17.245,10.000
III,Excl_informed,sub-22,120,1553,-0.908,13.495,-2.257
III,Excl_informed,sub-22,76,912,15.855,15.019,-6.525
III,Naive,sub-22,97,1420,5.803,21.084,-1.976
III,Naive,sub-22,63,780,17.880,13.817,0.617
III,Excl_naive,sub-22,6,1519,10.052,9.807,-0.108
III,Naive,sub-22,4,1062,13.976,5.884,1.090
III,Informed,sub-22,116,1170,5.132,8.937,15.988
III,Excl_informed,sub-22,17,755,24.319,15.874,-5.836
III,Excl_known,sub-22,62,1103,23.935,15.750,-1.697
III,Naive,sub-22,94,2156,22.464,11.743,-2.888
III,Naive,sub-22,13,1029,25.639,10.538,-3.348
III,Excl_informed,sub-22,55,917,28.347,-2.111,0.004
III,Naive,sub-22,40,1054,8.815,6.793,-1.550
III,Informed,sub-22,115,1129,15.615,13.048,3.443
III,Informed,sub-22,60,1787,17.405,9.690,3.777
III,Naive,sub-22,1,1656,3.543,12.467,-4.541
III,Excl_known,sub-22,28,1449,13.011,17.292,0.113
III,Naive,sub-22,61,1823,24.485,15.961,9.556
III,Naive,sub-22,66,1469,11.213,7.914,3.066
III,Excl_informed,sub-22,22,1168,-2.363,9.926,-0.087
