part,condition,subject_id,item_id,RT,P1,N170,N400
II,Excl_naive,sub-24,67,2062,20.883,23.217,-6.813
II,Naive,sub-24,32,2036,13.564,4.111,1.318
II,Excl_naive,sub-24,31,2420,12.143,-0.468,-4.417
II,Informed,sub-24,24,1815,7.891,9.313,-6.928
II,Informed,sub-24,18,1182,13.690,4.315,-3.368
II,Naive,sub-24,61,2254,17.061,10.631,-0.413
II,Informed,sub-24,52,1451,11.706,-0.474,6.129
III,Naive,sub-24,39,1642,10.589,0.288,-9.507
III,Informed,sub-24,48,1905,1.030,13.709,-1.013
III,Informed,sub-24,18,588,19.992,7.606,2.415
III,Informed,sub-24,85,1476,18.125,2.717,9.315
III,Excl_naive,sub-24,91,897,11.549,-5.288,-1.054
III,Informed,sub-24,24,722,16.356,4.632,-4.170
III,Informed,sub-24,46,1010,12.720,11.556,2.684
III,Excl_known,sub-24,49,609,19.343,3.613,-5.195
III,Informed,sub-24,78,1781,19.531,11.656,-3.349
III,Informed,sub-24,87,714,12.684,1.745,-1.137
III,Informed,sub-24,54,705,25.062,4.105,1.770
III,Excl_naive,sub-24,101,937,5.944,-0.372,-4.635
III,Excl_naive,sub-24,104,1020,13.565,-0.775,0.152
III,Excl_naive,sub-24,36,784,14.229,1.078,2.589
III,Informed,sub-24,52,865,6.861,0.971,0.638
III,Excl_naive,sub-24,67,781,20.860,15.253,-6.626
III,Excl_naive,sub-24,64,1338,10.143,3.557,-5.491
III,Informed,sub-24,20,674,14.198,7.387,-1.024
III,Informed,sub-24,110,843,22.118,10.503,-2.708
III,Informed,sub-24,111,660,11.312,5.015,-0.832
III,Naive,sub-24,37,1152,15.638,3.908,-0.566
III,Informed,sub-24,16,686,7.339,-0.850,-2.284
III,Excl_naive,sub-24,8,1283,26.563,8.996,2.507
III,Naive,sub-24,75,1193,17.343,7.814,-7.890
III,Excl_known,sub-24,2,600,18.148,0.094,-0.069
III,Excl_naive,sub-24,31,808,9.361,6.584,1.630
III,Excl_naive,sub-24,70,1658,25.588,14.337,-2.434
III,Naive,sub-24,32,1062,18.816,12.345,-4.335
III,Excl_informed,sub-24,51,1699,6.236,2.292,-3.290
III,Naive,sub-24,61,1254,18.238,3.521,1.619
II,Excl_naive,sub-24,72,1531,12.417,3.821,2.837
II,Excl_naive,sub-24,14,1310,9.535,-3.209,-0.714
II,Naive,sub-24,102,1392,12.743,10.698,2.954
II,Naive,sub-24,1,1367,10.827,-0.066,-1.562
II,Informed,sub-24,115,1624,9.517,8.534,1.418
II,Informed,sub-24,17,1854,15.237,1.293,-4.176
II,Excl_naive,sub-24,11,2236,6.628,0.413,-7.382
II,Excl_naive,sub-24,33,923,14.148,7.444,0.913
II,Informed,sub-24,29,938,15.918,7.535,-7.403
II,Informed,sub-24,27,1138,1.892,6.413,-1.947
II,Informed,sub-24,50,2683,13.220,9.887,-4.786
II,Naive,sub-24,69,2383,-3.723,6.749,-2.634
II,Informed,sub-24,59,1479,8.081,2.664,-2.224
II,Naive,sub-24,15,2082,8.874,2.265,-2.963
II,Informed,sub-24,22,2141,16.062,12.203,5.255
II,Informed,sub-24,76,2735,24.497,14.411,0.304
II,Excl_known,sub-24,28,1966,12.699,-0.425,-8.241
II,Excl_informed,sub-24,55,1903,8.047,7.411,-4.215
II,Excl_naive,sub-24,92,1528,10.323,12.138,-8.253
II,Excl_naive,sub-24,7,2216,2.425,3.666,0.851
II,Informed,sub-24,56,1807,15.040,9.041,-3.016
II,Informed,sub-24,82,2337,19.798,16.288,3.964
II,Naive,sub-24,12,2390,9.317,5.297,-2.294
II,Excl_naive,sub-24,98,0,8.905,3.226,-5.173
II,Informed,sub-24,60,1451,17.544,11.849,-3.910
II,Excl_naive,sub-24,5,2467,16.247,-5.018,4.178
II,Informed,sub-24,109,2118,22.863,18.019,-2.580
II,Informed,sub-24,116,1081,11.829,11.332,-10.326
II,Naive,sub-24,42,2133,13.151,4.210,5.509
II,Naive,sub-24,66,1390,13.532,11.606,1.677
III,Excl_naive,sub-24,98,1400,-1.213,-6.008,-1.737
III,Excl_naive,sub-24,11,1653,12.060,13.050,7.374
III,Informed,sub-24,116,1013,22.912,13.524,-0.442
III,Naive,sub-24,42,970,13.474,4.468,-2.967
III,Naive,sub-24,69,1106,14.241,9.153,-4.196
III,Excl_naive,sub-24,7,1002,3.161,-1.049,-9.191
III,Informed,sub-24,29,707,6.249,6.528,1.693
III,Excl_known,sub-24,28,543,13.702,-2.154,-4.006
III,Informed,sub-24,50,1387,18.984,0.664,-0.031
III,Excl_informed,sub-24,55,846,7.202,3.387,0.842
III,Informed,sub-24,76,881,19.204,8.708,-10.289
III,Informed,sub-24,109,848,23.824,11.492,0.532
III,Excl_naive,sub-24,72,1001,12.577,7.810,5.613
III,Informed,sub-24,59,707,21.657,5.834,1.910
III,Informed,sub-24,17,773,9.585,10.057,-6.375
III,Informed,sub-24,22,764,12.945,-2.886,-2.862
III,Excl_naive,sub-24,14,1046,15.655,13.983,-0.938
III,Naive,sub-24,1,1459,15.545,12.781,-5.328
III,Naive,sub-24,12,1024,7.494,7.721,-5.326
III,Excl_naive,sub-24,5,1739,18.855,5.194,-1.947
III,Informed,sub-24,115,890,15.608,7.608,2.025
III,Informed,sub-24,82,644,20.485,9.445,-4.392
III,Excl_naive,sub-24,33,1041,21.446,6.049,8.325
III,Naive,sub-24,102,1525,13.203,7.493,-1.727
III,Excl_naive,sub-24,92,1386,16.380,8.605,-6.210
III,Naive,sub-24,66,920,13.933,2.542,1.288
III,Informed,sub-24,56,668,16.494,4.431,-2.056
III,Informed,sub-24,60,664,17.018,13.387,-1.097
III,Naive,sub-24,15,1230,10.094,10.179,1.204
III,Informed,sub-24,27,631,8.646,3.162,-3.825
II,Excl_naive,sub-24,73,1606,1.504,-5.290,-1.221
II,Naive,sub-24,35,1807,26.248,10.577,-0.979
II,Excl_informed,sub-24,23,1184,23.443,18.945,2.137
II,Naive,sub-24,43,1941,9.344,-1.961,-3.908
II,Informed,sub-24,26,1624,6.454,5.295,-5.408
II,Excl_naive,sub-24,65,1360,5.692,9.479,-5.460
II,Informed,sub-24,86,1166,13.886,8.210,0.802
II,Naive,sub-24,4,1682,7.541,2.031,-2.931
II,Excl_known,sub-24,84,1057,10.807,4.132,-0.168
II,Excl_naive,sub-24,94,2038,9.879,12.263,1.512
II,Informed,sub-24,88,2335,14.008,-4.289,20.760
II,Excl_naive,sub-24,34,2382,14.728,3.366,-2.775
II,Excl_naive,sub-24,100,2163,14.505,1.112,-1.922
II,Informed,sub-24,117,1917,6.445,5.170,-4.386
II,Informed,sub-24,118,2118,0.331,-1.196,-2.121
II,Informed,sub-24,107,1197,21.564,16.058,-7.288
II,Informed,sub-24,80,1720,8.983,5.427,-2.118
II,Informed,sub-24,57,1403,1.563,0.211,-1.902
II,Excl_naive,sub-24,45,2314,12.851,15.211,-3.655
II,Naive,sub-24,93,1755,16.113,8.703,-3.704
II,Informed,sub-24,30,1785,16.703,8.789,-6.166
II,Excl_known,sub-24,38,2608,2.287,-5.197,-1.039
