part,condition,subject_id,item_id,RT,P1,N170,N400
III,Excl_naive,sub-26,37,840,-0.136,-2.642,-5.304
III,Informed,sub-26,52,737,13.904,1.485,-2.136
III,Naive,sub-26,101,1048,-2.229,-3.971,-3.654
III,Excl_known,sub-26,88,1080,1.193,3.357,2.852
III,Informed,sub-26,29,639,6.856,7.237,1.105
III,Naive,sub-26,102,1111,10.681,3.256,-3.422
III,Excl_naive,sub-26,33,934,6.462,-5.745,-5.757
III,Excl_naive,sub-26,91,853,-0.400,-2.553,0.942
III,Naive,sub-26,35,1074,8.183,5.893,-3.894
III,Informed,sub-26,110,701,1.980,-1.878,-5.072
III,Excl_naive,sub-26,45,816,7.095,2.742,4.445
III,Informed,sub-26,117,662,3.214,0.165,-2.527
III,Naive,sub-26,38,1056,16.528,-6.371,4.719
III,Informed,sub-26,116,1051,2.697,-1.198,-2.652
III,Naive,sub-26,69,868,11.052,-1.210,3.691
III,Informed,sub-26,78,646,9.452,4.725,1.841
III,Informed,sub-26,89,973,0.791,-4.216,3.626
III,Informed,sub-26,77,579,-1.030,0.887,2.934
III,Informed,sub-26,47,1068,7.182,10.023,-6.122
III,Naive,sub-26,61,1029,10.472,-3.311,7.369
III,Excl_known,sub-26,22,614,-4.754,5.170,-4.847
III,Informed,sub-26,114,986,9.518,-2.340,-1.692
III,Informed,sub-26,82,790,2.057,-1.986,-4.865
III,Excl_naive,sub-26,63,829,5.328,-0.892,-4.558
III,Excl_informed,sub-26,90,1071,8.040,-1.508,-1.137
III,Naive,sub-26,93,1234,-4.260,-4.388,1.200
III,Naive,sub-26,73,1110,2.125,-5.126,6.116
III,Excl_naive,sub-26,10,1478,6.455,1.733,-2.901
II,Naive,sub-26,13,987,-7.505,-12.483,2.792
II,Naive,sub-26,104,1086,-0.608,-10.860,1.513
II,Informed,sub-26,55,666,1.590,-7.659,3.198
II,Informed,sub-26,48,951,-3.636,-7.994,4.370
II,Naive,sub-26,71,1649,3.741,-5.468,-0.319
II,Excl_naive,sub-26,8,1009,4.043,-5.945,1.034
II,Excl_naive,sub-26,7,1237,1.340,-7.914,-5.632
II,Excl_naive,sub-26,3,1399,10.039,-5.458,4.442
II,Excl_known,sub-26,51,822,2.589,-8.875,13.190
II,Excl_naive,sub-26,97,1543,0.806,-14.425,3.561
II,Informed,sub-26,53,765,2.962,-10.058,10.968
II,Excl_naive,sub-26,11,742,-0.298,-3.606,5.633
II,Naive,sub-26,14,1648,0.301,-7.185,0.601
II,Excl_informed,sub-26,58,1266,-1.543,-1.024,-5.298
II,Informed,sub-26,107,1163,-2.420,-2.308,8.897
II,Informed,sub-26,23,1268,-7.171,-9.944,5.208
II,Excl_informed,sub-26,106,1332,1.569,-1.776,-2.947
II,Excl_naive,sub-26,95,1302,-1.770,-12.263,-0.285
II,Excl_naive,sub-26,31,2004,7.335,-5.082,1.718
II,Naive,sub-26,70,2007,2.154,-6.837,2.879
II,Informed,sub-26,108,946,9.739,-6.682,8.094
II,Informed,sub-26,76,1086,7.800,-0.641,3.925
II,Excl_naive,sub-26,42,1005,-1.307,-1.706,-4.725
II,Excl_naive,sub-26,44,1047,9.189,3.667,-3.769
II,Excl_informed,sub-26,16,1981,1.005,-6.982,6.651
II,Informed,sub-26,21,787,1.785,-2.256,4.387
II,Excl_naive,sub-26,68,1308,-0.076,-8.068,-5.327
II,Informed,sub-26,87,743,-1.635,0.652,-5.623
II,Informed,sub-26,115,1126,5.658,-4.890,1.873
II,Excl_known,sub-26,57,2075,5.929,-17.544,6.495
III,Excl_naive,sub-26,31,1303,-7.551,-8.283,-2.277
III,Excl_naive,sub-26,3,1201,4.183,-9.366,-1.882
III,Informed,sub-26,48,893,1.755,-0.059,-10.841
III,Informed,sub-26,108,938,1.428,-2.373,-4.877
III,Informed,sub-26,115,667,-5.863,-7.661,1.681
III,Excl_naive,sub-26,97,967,3.365,-2.180,-3.138
III,Informed,sub-26,53,683,7.323,0.476,6.138
III,Excl_known,sub-26,57,984,19.191,-4.432,1.784
III,Excl_known,sub-26,51,648,5.201,1.410,-3.916
III,Excl_naive,sub-26,7,929,7.685,4.672,-3.765
III,Excl_naive,sub-26,95,795,-4.062,4.743,-3.507
III,Excl_informed,sub-26,106,967,3.825,1.773,0.713
III,Excl_informed,sub-26,58,2982,0.335,1.384,-10.731
III,Naive,sub-26,104,1136,2.439,6.265,2.546
III,Excl_naive,sub-26,8,1370,14.801,3.488,-5.015
III,Informed,sub-26,107,659,17.227,4.907,-1.656
III,Excl_naive,sub-26,42,1025,2.745,4.727,-6.971
III,Informed,sub-26,55,858,1.818,2.339,-2.054
III,Informed,sub-26,23,798,11.922,-1.056,2.783
III,Naive,sub-26,14,1250,10.152,2.971,-2.900
III,Excl_informed,sub-26,16,2810,1.611,4.390,-4.014
III,Naive,sub-26,70,1867,6.289,1.143,1.070
III,Naive,sub-26,13,1535,-3.009,-1.571,-6.089
III,Excl_naive,sub-26,44,904,2.584,-0.923,-0.658
III,Excl_naive,sub-26,11,1613,10.295,-1.407,-0.625
III,Informed,sub-26,21,712,-3.343,2.589,0.942
III,Naive,sub-26,71,737,11.171,7.481,-1.767
III,Excl_naive,sub-26,68,743,3.360,-5.825,4.248
III,Informed,sub-26,76,804,4.417,2.233,-3.364
III,Informed,sub-26,87,1324,5.454,-0.563,-2.767
II,Informed,sub-26,20,953,-4.638,-10.652,6.213
II,Informed,sub-26,24,518,0.280,-6.622,7.630
II,Naive,sub-26,43,1405,1.821,-2.262,5.501
II,Informed,sub-26,25,864,2.472,-6.617,4.743
II,Naive,sub-26,75,924,2.283,-10.289,-1.065
II,Excl_known,sub-26,4,946,-2.141,-10.903,-3.472
II,Informed,sub-26,83,1164,5.795,-1.639,2.638
II,Naive,sub-26,105,1202,3.424,-11.650,0.134
II,Excl_informed,sub-26,84,951,-2.746,-9.484,0.373
II,Naive,sub-26,64,1590,11.391,0.311,3.472
II,Naive,sub-26,9,1717,1.939,-5.590,-0.865
II,Informed,sub-26,120,717,14.170,-0.446,1.439
II,Naive,sub-26,36,1579,-2.624,-4.588,4.337
II,Excl_informed,sub-26,46,1251,8.651,-1.892,3.627
II,Excl_naive,sub-26,94,1868,-6.118,-2.682,3.752
II,Excl_naive,sub-26,2,1069,-3.912,-1.841,4.637
II,Informed,sub-26,119,1016,-0.535,-6.454,3.507
II,Informed,sub-26,111,1123,4.486,-0.145,0.090
II,Excl_informed,sub-26,49,1631,-0.274,-4.329,-3.072
II,Excl_naive,sub-26,67,1610,-1.361,-0.799,-7.420
II,Excl_naive,sub-26,6,916,1.132,-5.486,3.716
II,Naive,sub-26,100,1248,7.936,-6.427,2.474
II,Excl_informed,sub-26,118,796,9.145,-6.912,4.156
II,Informed,sub-26,26,662,3.710,-0.111,0.528
II,Informed,sub-26,28,1131,10.048,-15.841,5.224
II,Excl_known,sub-26,96,1249,11.533,-4.404,5.000
II,Naive,sub-26,40,997,1.567,-6.904,1.629
II,Naive,sub-26,1,952,5.168,-13.305,-3.646
II,Informed,sub-26,80,853,-9.741,-4.604,-4.376
II,Excl_informed,sub-26,109,1767,4.430,-3.640,-8.807
III,Excl_informed,sub-26,49,845,10.048,3.928,4.795
III,Informed,sub-26,80,546,-1.375,0.433,3.098
III,Excl_informed,sub-26,118,1487,3.059,-1.502,0.076
III,Naive,sub-26,75,1510,6.483,-1.106,-4.512
III,Excl_known,sub-26,4,1109,1.614,-6.609,-5.411
III,Naive,sub-26,43,1353,8.533,3.030,1.234
III,Informed,sub-26,24,1560,11.173,6.445,-1.578
III,Excl_naive,sub-26,2,683,-0.672,-2.881,2.678
III,Excl_informed,sub-26,109,1334,7.111,14.581,-5.291
III,Naive,sub-26,1,731,-0.258,-9.831,-4.683
III,Excl_known,sub-26,96,760,8.782,3.623,3.356
III,Excl_informed,sub-26,46,869,8.810,-4.308,2.855
III,Naive,sub-26,105,1201,18.427,6.012,-5.637
III,Informed,sub-26,83,983,9.392,3.127,1.863
III,Naive,sub-26,100,1972,6.734,-1.557,-9.702
III,Informed,sub-26,120,1119,10.305,7.143,-1.636
III,Naive,sub-26,36,1615,9.842,6.937,5.788
III,Excl_naive,sub-26,67,872,13.636,3.656,-4.541
III,Informed,sub-26,25,1122,3.047,-0.652,-1.838
III,Informed,sub-26,119,811,9.586,3.978,8.985
III,Naive,sub-26,9,873,1.006,7.340,-0.561
III,Informed,sub-26,20,1184,9.629,7.155,-4.056
III,Excl_informed,sub-26,84,899,1.555,1.998,1.449
III,Excl_naive,sub-26,6,598,9.286,-0.724,4.978
III,Informed,sub-26,28,595,9.262,-0.967,5.793
III,Excl_naive,sub-26,94,1411,10.071,1.265,0.993
III,Informed,sub-26,26,655,17.528,7.187,3.395
III,Naive,sub-26,40,900,5.850,-7.509,2.145
III,Informed,sub-26,111,669,-5.847,-15.296,5.276
III,Naive,sub-26,64,1072,12.020,3.836,-2.846
II,Excl_informed,sub-26,17,1253,-8.771,-1.677,0.885
II,Naive,sub-26,66,1236,-1.555,-5.631,-4.231
II,Informed,sub-26,81,768,7.088,-7.375,12.107
II,Naive,sub-26,5,1422,6.453,0.377,3.968
II,Naive,sub-26,103,1773,1.789,-6.428,2.571
II,Informed,sub-26,54,1922,6.908,-2.865,2.483
II,Naive,sub-26,39,1264,-0.377,-7.478,3.483
II,Informed,sub-26,79,802,4.196,-6.374,4.460
II,Naive,sub-26,72,1028,4.977,-10.045,5.350
II,Excl_known,sub-26,92,1111,9.145,3.070,0.027
II,Excl_naive,sub-26,41,2288,7.186,-5.345,-9.582
II,Informed,sub-26,18,1184,-1.521,-4.153,0.670
II,Excl_naive,sub-26,98,1637,13.758,-5.837,7.393
II,Naive,sub-26,32,1042,2.588,-4.037,3.163
II,Informed,sub-26,60,1179,-6.208,-5.991,-4.457
II,Informed,sub-26,30,1046,16.100,-6.737,-3.622
II,Naive,sub-26,15,787,2.800,-5.134,-0.228
II,Excl_naive,sub-26,12,0,12.743,-7.639,6.540
II,Excl_informed,sub-26,27,1146,1.095,-7.737,4.113
II,Informed,sub-26,113,884,15.440,7.058,0.915
II,Informed,sub-26,86,1265,6.039,-4.469,1.701
II,Excl_informed,sub-26,50,876,20.170,3.087,-3.178
II,Excl_informed,sub-26,59,1302,10.718,-3.995,-6.551
II,Naive,sub-26,74,914,-0.277,-8.878,9.947
II,Naive,sub-26,65,945,-5.265,-4.003,-3.406
II,Informed,sub-26,19,827,2.435,-3.380,2.504
II,Excl_informed,sub-26,112,1131,3.987,-3.703,10.732
II,Naive,sub-26,62,1465,12.319,-1.880,0.821
II,Naive,sub-26,99,1869,3.643,-8.214,5.591
II,Informed,sub-26,56,828,6.182,-4.748,-2.051
III,Excl_informed,sub-26,27,1264,-3.461,-9.628,-2.678
III,Naive,sub-26,62,1291,13.472,7.347,-5.623
III,Naive,sub-26,15,1027,7.698,-1.858,0.269
III,Naive,sub-26,103,1080,1.646,-7.543,4.364
III,Informed,sub-26,56,612,3.854,1.111,3.919
III,Excl_naive,sub-26,12,1025,10.946,-3.490,-7.224
III,Informed,sub-26,86,757,9.170,4.080,-1.341
III,Naive,sub-26,99,947,-4.006,-0.215,-5.552
III,Informed,sub-26,79,654,-5.268,1.412,-0.236
III,Informed,sub-26,81,868,17.877,4.065,3.429
III,Naive,sub-26,65,769,-1.467,0.220,-5.114
III,Naive,sub-26,66,897,4.938,3.863,2.184
III,Excl_known,sub-26,92,1056,15.877,10.431,-5.806
III,Excl_informed,sub-26,112,757,-3.771,-1.303,2.029
III,Naive,sub-26,72,1234,17.509,-1.529,0.681
III,Excl_informed,sub-26,50,927,7.255,-8.009,-1.006
III,Excl_naive,sub-26,41,694,7.212,-1.040,2.312
III,Informed,sub-26,18,721,4.235,3.120,-8.318
III,Informed,sub-26,30,848,13.437,2.328,2.125
III,Naive,sub-26,32,773,10.682,8.857,-1.091
III,Naive,sub-26,39,1132,10.233,7.791,-3.059
III,Informed,sub-26,19,650,1.967,3.198,-0.252
III,Excl_informed,sub-26,17,1011,1.716,-4.196,-4.766
III,Excl_naive,sub-26,98,1021,9.150,5.641,-13.477
III,Naive,sub-26,5,838,6.896,-6.984,-2.294
III,Informed,sub-26,113,677,0.050,-5.176,3.987
III,Informed,sub-26,60,772,4.259,0.017,-0.441
III,Informed,sub-26,54,564,9.945,-2.286,3.262
III,Excl_informed,sub-26,59,978,-1.602,-2.721,4.659
III,Naive,sub-26,74,788,-3.613,0.415,-2.483
