part,condition,subject_id,item_id,RT,P1,N170,N400
I,Naive,sub-19,46,1432,4.140,7.382,0.652
I,Naive,sub-19,19,766,4.064,12.338,4.386
I,Informed,sub-19,12,1785,1.573,2.253,-2.465
I,Naive,sub-19,115,1445,7.508,12.058,-2.577
I,Excl_informed,sub-19,99,1161,-4.566,7.360,0.235
I,Naive,sub-19,90,1150,7.973,6.441,1.344
I,Excl_informed,sub-19,38,1554,3.750,4.980,-3.592
I,Informed,sub-19,10,2479,12.420,3.090,-4.186
I,Excl_informed,sub-19,93,869,-9.677,-12.881,2.002
I,Excl_informed,sub-19,72,1930,4.550,12.240,-4.306
I,Informed,sub-19,103,1870,18.393,-0.504,2.180
I,Excl_informed,sub-19,44,791,4.588,10.573,-2.502
I,Informed,sub-19,65,967,9.221,4.453,6.458
I,Excl_naive,sub-19,59,652,-1.183,2.228,0.018
I,Naive,sub-19,118,952,11.795,2.194,-2.633
I,Naive,sub-19,60,664,6.696,-3.682,2.298
I,Informed,sub-19,31,743,6.716,6.006,1.879
I,Naive,sub-19,21,744,1.876,4.486,-8.708
I,Excl_informed,sub-19,91,767,3.257,10.596,-4.225
I,Naive,sub-19,120,714,8.116,10.518,4.827
I,Excl_naive,sub-19,117,1312,6.377,8.468,2.742
I,Naive,sub-19,81,768,-1.589,0.614,3.219
I,Excl_informed,sub-19,68,1125,2.249,6.736,4.970
I,Excl_informed,sub-19,39,1195,7.198,14.180,-5.881
I,Naive,sub-19,108,841,10.745,-0.261,13.846
I,Excl_informed,sub-19,35,1177,4.984,0.297,-0.821
I,Excl_informed,sub-19,69,734,6.241,13.408,5.077
I,Naive,sub-19,48,837,7.321,3.061,-0.058
I,Naive,sub-19,80,686,6.940,5.723,-1.823
I,Informed,sub-19,8,616,24.781,6.689,3.445
I,Informed,sub-19,13,601,0.062,11.631,-1.951
I,Excl_informed,sub-19,32,660,7.982,14.345,-3.848
I,Informed,sub-19,63,604,2.497,-3.340,3.942
I,Excl_informed,sub-19,41,582,4.479,-2.190,7.098
I,Excl_informed,sub-19,62,1472,2.268,-0.267,-2.394
I,Naive,sub-19,30,547,8.602,8.462,3.014
I,Naive,sub-19,119,855,3.434,0.289,5.234
I,Naive,sub-19,50,1645,7.567,1.002,-2.535
I,Naive,sub-19,28,936,1.020,-0.707,5.487
I,Informed,sub-19,96,675,15.892,5.855,1.631
I,Naive,sub-19,106,1102,0.356,3.490,0.772
I,Excl_informed,sub-19,9,698,-4.429,1.484,0.954
I,Excl_informed,sub-19,42,680,6.643,2.848,2.617
I,Naive,sub-19,18,634,2.444,0.676,1.456
I,Excl_known,sub-19,24,666,7.403,6.285,4.374
I,Excl_known,sub-19,58,1235,9.156,11.354,-3.882
I,Informed,sub-19,73,686,14.236,12.041,1.525
I,Excl_informed,sub-19,2,480,5.543,0.252,4.915
I,Naive,sub-19,78,539,-6.740,12.892,2.239
I,Naive,sub-19,82,728,12.567,13.088,-0.959
I,Naive,sub-19,112,589,7.330,-1.360,-1.945
I,Excl_informed,sub-19,94,638,5.940,4.727,-0.117
I,Excl_known,sub-19,83,732,3.865,7.141,-1.501
I,Excl_naive,sub-19,111,792,-1.026,-0.504,-2.627
I,Excl_informed,sub-19,71,793,4.447,1.996,-0.784
I,Naive,sub-19,84,553,10.457,0.198,4.396
I,Naive,sub-19,17,523,2.787,-0.536,-5.639
I,Naive,sub-19,114,576,1.995,9.759,-5.308
I,Excl_naive,sub-19,22,516,11.679,7.108,-1.998
I,Naive,sub-19,77,903,7.873,-0.908,6.570
I,Excl_naive,sub-19,54,649,-3.390,2.647,-0.230
I,Naive,sub-19,16,689,-0.029,-3.921,4.264
I,Excl_informed,sub-19,15,616,4.269,5.257,0.499
I,Excl_known,sub-19,56,645,12.064,5.569,-0.240
I,Excl_known,sub-19,3,692,8.198,0.755,-2.273
I,Naive,sub-19,52,543,6.990,3.001,-0.833
I,Naive,sub-19,25,953,8.680,5.693,-2.079
I,Naive,sub-19,107,926,-5.933,2.382,5.507
I,Excl_informed,sub-19,75,1308,8.731,3.864,3.460
I,Naive,sub-19,116,1080,9.588,1.569,-0.823
I,Excl_informed,sub-19,4,897,4.068,8.858,0.517
I,Excl_informed,sub-19,45,1650,2.860,10.070,-1.897
I,Excl_informed,sub-19,98,1555,1.314,5.806,5.503
I,Excl_known,sub-19,33,929,13.668,10.632,2.166
I,Excl_informed,sub-19,70,675,1.844,2.221,8.460
I,Informed,sub-19,37,695,15.349,8.213,0.712
I,Informed,sub-19,11,576,8.891,9.724,9.021
I,Naive,sub-19,88,2269,6.868,6.500,-1.163
I,Naive,sub-19,20,865,-1.390,-9.486,-5.669
I,Excl_informed,sub-19,64,741,13.829,8.153,0.023
I,Naive,sub-19,109,628,-0.663,9.648,1.381
I,Naive,sub-19,89,770,-0.864,0.584,-3.753
I,Excl_naive,sub-19,47,592,3.617,3.948,1.939
I,Informed,sub-19,43,708,1.614,4.148,5.826
I,Excl_informed,sub-19,102,946,18.004,6.701,0.219
I,Naive,sub-19,55,755,16.340,9.527,-1.296
I,Excl_informed,sub-19,95,1233,1.032,1.395,2.051
I,Excl_informed,sub-19,61,596,1.117,9.298,0.436
I,Excl_informed,sub-19,5,688,6.198,-0.792,-1.326
I,Naive,sub-19,86,576,1.673,2.982,6.578
I,Excl_informed,sub-19,34,971,6.114,-4.653,2.548
I,Excl_naive,sub-19,110,722,6.669,7.380,-0.760
I,Naive,sub-19,49,786,1.226,7.120,1.964
I,Naive,sub-19,26,817,-0.522,-4.510,-0.649
I,Excl_informed,sub-19,101,637,9.446,0.968,8.327
I,Naive,sub-19,51,871,12.943,3.931,5.778
I,Naive,sub-19,29,606,14.545,16.802,-4.841
I,Excl_informed,sub-19,104,699,18.170,11.646,1.777
I,Excl_informed,sub-19,66,735,5.600,2.526,2.339
I,Naive,sub-19,79,1031,7.479,13.160,-4.997
I,Naive,sub-19,113,641,15.999,8.687,0.462
I,Excl_known,sub-19,87,594,5.694,14.599,2.177
I,Naive,sub-19,27,2532,-5.178,-7.245,0.669
I,Excl_informed,sub-19,1,579,15.577,11.981,-1.476
I,Informed,sub-19,67,600,14.139,18.128,-1.248
I,Excl_informed,sub-19,92,791,5.746,3.401,2.326
I,Excl_known,sub-19,40,882,8.151,4.562,-6.070
I,Informed,sub-19,74,1459,5.322,8.307,2.583
I,Excl_informed,sub-19,97,1573,-0.115,-0.659,-2.716
I,Excl_informed,sub-19,7,1163,7.770,0.153,0.725
I,Naive,sub-19,53,2400,4.132,0.293,2.543
I,Excl_informed,sub-19,105,2672,4.627,-0.214,3.222
I,Naive,sub-19,76,1236,3.411,2.082,2.337
I,Excl_informed,sub-19,100,1786,3.577,-2.204,-1.161
I,Naive,sub-19,23,713,11.261,11.102,8.658
I,Naive,sub-19,57,1394,6.175,-4.942,8.301
I,Informed,sub-19,14,754,7.896,4.554,-2.533
I,Naive,sub-19,85,1256,9.020,11.371,-0.710
I,Excl_informed,sub-19,36,977,7.521,3.747,-1.346
I,Excl_informed,sub-19,6,1406,7.774,7.991,4.207
II,Excl_informed,sub-19,39,2915,4.650,8.975,-2.656
II,Naive,sub-19,60,2314,7.796,6.654,-1.920
II,Excl_known,sub-19,3,2075,2.293,2.883,5.301
II,Naive,sub-19,81,2410,9.374,5.020,7.120
II,Naive,sub-19,16,1890,-7.875,-2.042,-4.983
II,Excl_naive,sub-19,110,0,10.535,5.990,1.434
II,Naive,sub-19,86,2504,3.563,7.311,0.129
II,Naive,sub-19,90,2414,5.973,1.569,6.010
II,Excl_informed,sub-19,102,1210,-9.810,1.219,2.371
II,Excl_informed,sub-19,38,2090,-8.235,-14.079,0.746
II,Informed,sub-19,73,1286,-0.999,2.663,-5.262
II,Naive,sub-19,57,2382,4.414,0.862,2.266
II,Excl_informed,sub-19,45,941,-3.021,4.637,-0.803
II,Naive,sub-19,113,1676,8.346,6.622,0.053
II,Excl_naive,sub-19,22,1974,-5.071,3.316,-0.174
II,Naive,sub-19,85,1464,2.107,1.323,6.163
II,Informed,sub-19,13,1406,7.987,4.793,7.207
II,Excl_informed,sub-19,91,1546,-7.821,-10.710,-1.668
II,Informed,sub-19,74,1919,-0.097,1.611,0.941
II,Naive,sub-19,29,1783,-4.880,-1.535,3.599
II,Informed,sub-19,12,1207,3.908,-2.050,0.483
II,Naive,sub-19,27,1123,3.041,4.825,-4.704
II,Naive,sub-19,116,1270,0.780,0.420,3.058
II,Excl_informed,sub-19,34,1836,1.263,-3.878,2.949
II,Excl_naive,sub-19,47,1659,-7.049,-0.268,-1.687
II,Informed,sub-19,14,1229,1.065,1.713,0.841
II,Excl_informed,sub-19,75,0,5.112,8.702,-3.054
II,Informed,sub-19,8,956,-1.129,6.653,1.158
II,Naive,sub-19,80,2109,-2.486,0.606,2.877
II,Excl_informed,sub-19,100,1808,4.311,1.579,-4.713
III,Excl_informed,sub-19,75,1257,-0.461,7.806,-1.852
III,Excl_informed,sub-19,102,1349,10.817,9.302,-5.895
III,Informed,sub-19,12,888,0.917,5.943,4.130
III,Naive,sub-19,60,928,9.936,-1.194,-1.782
III,Naive,sub-19,80,1612,19.809,12.643,0.531
III,Excl_naive,sub-19,110,1217,5.095,9.937,-3.056
III,Naive,sub-19,116,1145,13.939,8.188,6.319
III,Excl_informed,sub-19,39,1063,8.034,10.214,1.777
III,Naive,sub-19,113,1026,-1.822,3.211,3.774
III,Naive,sub-19,85,2035,2.753,3.340,-1.716
III,Informed,sub-19,74,1034,-8.151,11.462,6.453
III,Informed,sub-19,8,816,-1.255,1.810,1.396
III,Naive,sub-19,16,779,10.606,22.344,6.945
III,Excl_informed,sub-19,38,1428,18.197,13.349,-0.393
III,Naive,sub-19,86,2060,8.675,16.782,-1.363
III,Excl_known,sub-19,3,1513,12.078,15.237,-1.217
III,Naive,sub-19,90,2776,3.253,13.901,-3.518
III,Excl_informed,sub-19,91,1155,-1.905,-6.419,-1.293
III,Informed,sub-19,13,1825,5.142,6.547,-3.893
III,Excl_informed,sub-19,34,2163,11.055,6.328,-2.752
III,Naive,sub-19,29,1174,-30.557,-28.261,-0.559
III,Excl_informed,sub-19,100,1237,4.429,-1.745,0.720
III,Naive,sub-19,81,1001,9.201,4.704,1.281
III,Informed,sub-19,14,810,-6.738,-9.826,0.208
III,Excl_naive,sub-19,22,1350,11.084,9.528,-1.523
III,Naive,sub-19,57,2247,5.121,2.757,-2.749
III,Naive,sub-19,27,1278,6.847,0.544,-3.834
III,Excl_informed,sub-19,45,1752,4.937,12.583,1.735
III,Excl_naive,sub-19,47,2729,0.864,-1.062,5.625
III,Informed,sub-19,73,1954,1.593,1.445,-3.876
II,Excl_informed,sub-19,105,1795,-0.311,-2.005,-5.947
II,Excl_informed,sub-19,97,1742,3.662,13.551,-10.310
II,Excl_informed,sub-19,4,1763,2.691,-1.822,-7.085
II,Excl_known,sub-19,33,2022,0.853,1.108,-3.335
II,Excl_informed,sub-19,1,2061,-2.215,-2.761,-5.222
II,Naive,sub-19,23,1943,-1.212,4.917,1.821
II,Naive,sub-19,118,1795,4.256,-0.253,0.238
II,Informed,sub-19,43,1825,-4.733,3.767,3.238
II,Excl_naive,sub-19,111,0,-0.615,-0.686,-0.040
II,Excl_naive,sub-19,117,0,-0.586,3.633,-2.137
II,Excl_informed,sub-19,104,0,-2.107,10.043,-6.655
II,Informed,sub-19,37,1322,-10.157,1.159,1.031
II,Naive,sub-19,17,1693,0.645,-4.998,-4.739
II,Naive,sub-19,84,1679,-2.525,1.992,1.709
II,Naive,sub-19,28,1196,-2.315,-8.130,6.106
II,Naive,sub-19,108,2807,3.094,-0.004,0.764
II,Excl_naive,sub-19,54,0,5.883,8.909,-0.462
II,Excl_informed,sub-19,101,2148,1.952,5.081,1.643
II,Excl_informed,sub-19,68,0,-2.114,-8.655,5.947
II,Excl_informed,sub-19,94,1738,3.061,-0.798,6.445
II,Naive,sub-19,78,1560,8.836,6.577,-0.485
II,Informed,sub-19,103,1878,-0.020,7.320,5.608
II,Naive,sub-19,21,1174,5.473,8.011,-2.612
II,Naive,sub-19,26,1701,0.850,2.949,-9.282
II,Excl_informed,sub-19,44,1579,-29.536,-6.775,-3.024
II,Naive,sub-19,25,820,3.895,2.477,-3.103
II,Informed,sub-19,65,758,4.230,1.354,-2.262
II,Naive,sub-19,48,932,-5.438,-6.634,3.739
II,Excl_informed,sub-19,36,1150,8.494,7.721,-3.838
II,Naive,sub-19,119,1522,-5.231,-6.988,7.157
III,Naive,sub-19,23,1555,-12.782,-1.304,7.227
III,Excl_informed,sub-19,36,1529,12.278,10.808,-6.674
III,Excl_informed,sub-19,68,1604,-5.532,1.893,-7.332
III,Informed,sub-19,65,2182,9.278,3.405,3.795
III,Excl_known,sub-19,33,1950,12.478,10.174,1.628
III,Naive,sub-19,108,1068,17.306,0.400,3.783
III,Naive,sub-19,78,1827,-1.954,2.432,0.192
III,Naive,sub-19,25,1048,1.338,8.781,-1.877
III,Excl_naive,sub-19,111,1345,-15.624,3.681,5.241
III,Excl_naive,sub-19,54,1840,7.010,10.042,2.830
III,Naive,sub-19,84,1175,8.695,0.239,8.973
III,Excl_informed,sub-19,101,1669,-0.073,0.074,2.489
III,Naive,sub-19,21,908,2.231,2.155,1.663
III,Excl_informed,sub-19,97,799,-6.220,-5.730,2.773
III,Naive,sub-19,48,745,7.395,5.923,0.419
III,Excl_naive,sub-19,117,1647,-4.556,3.517,-0.904
III,Excl_informed,sub-19,1,1160,13.771,7.115,-2.854
III,Naive,sub-19,26,1224,8.277,10.999,-2.378
III,Naive,sub-19,17,1283,-0.364,6.983,-1.951
III,Informed,sub-19,37,1152,13.216,2.411,-3.192
III,Excl_informed,sub-19,105,2105,12.669,9.191,-0.554
III,Excl_informed,sub-19,4,1322,1.980,2.889,0.167
III,Informed,sub-19,103,1136,0.162,-0.351,-4.224
III,Excl_informed,sub-19,94,1276,5.408,4.207,-0.383
III,Excl_informed,sub-19,104,840,0.572,6.039,4.486
III,Informed,sub-19,43,916,10.968,10.614,-4.952
III,Excl_informed,sub-19,44,1121,-2.370,-1.522,4.395
III,Naive,sub-19,118,1408,6.422,4.776,8.257
III,Naive,sub-19,119,1325,14.868,10.001,-13.060
III,Naive,sub-19,28,1208,2.074,0.209,-7.240
II,Naive,sub-19,46,1232,4.599,4.145,-2.390
II,Naive,sub-19,120,871,3.665,6.413,-1.325
II,Naive,sub-19,30,967,8.852,6.901,5.462
II,Excl_informed,sub-19,98,997,0.975,-0.220,2.603
II,Naive,sub-19,115,1024,3.089,0.963,-2.155
II,Informed,sub-19,67,1243,-0.922,0.883,2.483
II,Naive,sub-19,52,1182,-3.687,2.438,-3.593
II,Excl_informed,sub-19,93,991,1.252,13.912,-1.343
II,Excl_informed,sub-19,66,1360,7.459,10.592,3.682
II,Excl_informed,sub-19,69,1643,11.777,-2.921,3.660
II,Excl_informed,sub-19,99,1656,5.971,10.300,2.465
II,Excl_known,sub-19,24,1542,9.914,11.792,-3.292
II,Naive,sub-19,49,1136,2.812,1.876,-2.540
II,Excl_informed,sub-19,41,2202,10.120,8.611,-2.453
II,Naive,sub-19,53,1383,2.323,0.627,0.063
II,Excl_known,sub-19,83,1026,-1.933,7.568,-1.017
II,Naive,sub-19,107,1809,1.211,7.925,-3.643
II,Naive,sub-19,109,2081,-1.804,5.966,4.201
II,Excl_informed,sub-19,71,812,-2.401,5.155,-0.521
II,Excl_informed,sub-19,2,989,7.893,11.262,-6.950
II,Excl_informed,sub-19,32,1028,12.708,10.415,-2.031
II,Naive,sub-19,50,997,5.886,1.010,2.161
II,Excl_informed,sub-19,70,1084,8.349,2.585,5.450
II,Naive,sub-19,76,944,11.066,9.427,1.813
II,Excl_informed,sub-19,35,1365,10.336,1.912,-1.275
II,Informed,sub-19,63,1026,4.946,7.024,3.850
II,Excl_known,sub-19,40,936,6.860,2.479,-10.609
II,Naive,sub-19,77,1603,-0.850,1.725,-5.199
