part,condition,subject_id,item_id,RT,P1,N170,N400
I,Informed,sub-36,46,698,2.693,2.863,-4.454
I,Naive,sub-36,7,633,1.317,-7.778,3.294
I,Excl_informed,sub-36,29,648,-3.855,-12.975,-0.592
I,Naive,sub-36,71,666,-9.965,-13.534,10.338
I,Naive,sub-36,69,814,8.055,2.794,8.672
I,Excl_known,sub-36,109,562,6.190,0.170,-17.727
I,Informed,sub-36,53,689,-4.322,-4.354,0.801
I,Excl_informed,sub-36,81,731,20.449,1.073,-13.012
I,Excl_informed,sub-36,85,729,12.193,11.492,-26.401
I,Naive,sub-36,101,745,1.396,-4.178,2.017
I,Naive,sub-36,99,616,-0.521,-3.389,2.755
I,Naive,sub-36,93,953,-5.374,-12.898,9.810
I,Informed,sub-36,79,788,2.803,-0.267,-5.481
I,Excl_informed,sub-36,24,1069,-2.115,-7.691,15.674
I,Informed,sub-36,87,911,8.084,-3.762,4.892
I,Naive,sub-36,66,1231,4.508,-3.448,-4.546
I,Informed,sub-36,80,786,0.248,2.577,-1.091
I,Naive,sub-36,70,942,-1.108,0.527,5.528
I,Excl_known,sub-36,56,302,6.526,0.609,-0.665
I,Naive,sub-36,38,922,-9.763,-12.114,3.889
I,Naive,sub-36,62,1557,13.870,-6.086,1.198
I,Naive,sub-36,92,1021,4.292,3.287,4.409
I,Excl_known,sub-36,14,1436,17.297,-1.225,-1.287
I,Informed,sub-36,115,699,3.670,4.122,-4.389
I,Naive,sub-36,42,612,8.678,2.617,-18.777
I,Naive,sub-36,39,487,-2.057,-3.552,9.039
I,Naive,sub-36,1,639,4.255,-4.137,6.682
I,Naive,sub-36,2,682,-1.294,-9.406,4.278
I,Excl_informed,sub-36,112,640,-9.046,-7.379,2.216
II,Naive,sub-36,61,1268,5.042,-0.185,0.014
II,Naive,sub-36,97,1132,8.111,12.393,-22.404
II,Naive,sub-36,98,1053,-1.189,5.959,-24.271
II,Excl_informed,sub-36,49,521,2.978,-3.302,1.786
II,Naive,sub-36,38,1201,-1.402,-3.190,7.062
II,Excl_known,sub-36,107,1023,1.953,-9.892,3.389
II,Informed,sub-36,110,687,3.368,-1.911,-1.760
II,Informed,sub-36,51,2137,-6.046,-3.466,0.219
II,Naive,sub-36,64,1085,0.428,-6.938,6.901
II,Informed,sub-36,84,1476,-3.046,-7.142,-4.871
II,Excl_informed,sub-36,85,1081,4.750,-7.738,4.964
II,Informed,sub-36,17,1574,5.531,2.160,4.709
II,Naive,sub-36,13,749,-5.446,-1.221,16.466
II,Naive,sub-36,96,876,-7.697,-7.317,-4.049
II,Naive,sub-36,65,548,-4.996,-3.246,-0.356
II,Informed,sub-36,120,853,-8.332,-6.329,13.758
II,Informed,sub-36,78,1072,-6.918,-8.970,20.234
II,Naive,sub-36,8,1683,-6.314,-12.472,3.214
II,Naive,sub-36,31,1298,-7.574,-0.390,6.069
II,Naive,sub-36,102,1860,0.151,-3.458,8.903
II,Excl_informed,sub-36,16,1364,-2.763,-2.151,-2.580
II,Naive,sub-36,42,980,2.932,-3.915,7.026
II,Excl_known,sub-36,34,611,-0.682,-5.287,5.738
II,Excl_informed,sub-36,29,1684,5.913,-1.664,4.945
II,Naive,sub-36,66,484,2.707,-4.577,8.338
II,Informed,sub-36,46,1302,-8.937,-10.653,14.552
III,Excl_known,sub-36,34,1370,0.728,-9.415,17.549
III,Excl_informed,sub-36,49,1152,4.805,-3.009,13.955
III,Excl_informed,sub-36,117,1966,5.206,9.943,-17.966
III,Naive,sub-36,38,1039,-2.385,-8.931,13.110
III,Naive,sub-36,8,771,2.591,-6.269,0.334
III,Excl_informed,sub-36,58,818,3.768,-3.215,8.077
III,Naive,sub-36,64,675,1.457,-5.470,-7.447
III,Naive,sub-36,65,803,2.856,3.706,-1.174
III,Naive,sub-36,102,482,-3.449,-8.217,-1.240
III,Excl_known,sub-36,91,505,7.722,0.291,-0.605
III,Excl_informed,sub-36,29,885,1.258,-4.264,10.410
III,Naive,sub-36,98,1143,-2.554,-0.064,-14.853
III,Naive,sub-36,97,705,-0.307,-0.919,10.475
III,Naive,sub-36,61,1063,2.685,-3.378,5.189
III,Naive,sub-36,96,2461,-1.125,-5.365,5.282
III,Naive,sub-36,66,758,0.041,-3.909,8.565
III,Informed,sub-36,120,536,9.869,-6.821,4.285
III,Naive,sub-36,13,441,0.397,-1.815,4.983
III,Excl_informed,sub-36,16,2143,-7.843,-9.116,7.564
III,Naive,sub-36,42,588,-4.487,-10.497,8.901
III,Informed,sub-36,17,741,-0.421,-2.605,9.942
III,Informed,sub-36,84,674,3.468,-3.265,-0.792
III,Informed,sub-36,51,998,-1.361,-5.509,17.245
III,Excl_known,sub-36,107,635,0.573,-5.112,13.167
III,Informed,sub-36,79,912,2.845,-3.392,7.656
III,Excl_informed,sub-36,85,729,-1.717,-8.193,5.223
II,Excl_informed,sub-36,48,1356,-3.811,-6.395,11.315
II,Informed,sub-36,20,1441,1.298,-0.255,-0.112
II,Excl_known,sub-36,22,879,0.879,-2.639,6.986
II,Naive,sub-36,95,1422,0.262,-0.813,6.219
II,Naive,sub-36,32,1089,6.557,6.120,12.201
II,Excl_informed,sub-36,76,846,1.986,-0.702,13.054
II,Naive,sub-36,39,2075,0.728,-0.566,-10.037
II,Excl_known,sub-36,109,603,2.467,6.851,-9.221
II,Naive,sub-36,15,415,7.945,-4.001,11.247
II,Informed,sub-36,86,1774,-2.848,0.246,-1.063
II,Informed,sub-36,50,1758,-11.074,-15.259,3.845
II,Naive,sub-36,73,819,0.593,-8.186,17.219
II,Naive,sub-36,105,1134,-2.636,-2.637,11.747
II,Excl_informed,sub-36,90,1318,1.376,0.198,9.166
II,Informed,sub-36,60,979,-2.671,-7.640,5.909
II,Naive,sub-36,100,1135,-7.182,-8.871,-5.260
II,Naive,sub-36,37,763,-5.429,1.008,5.644
II,Naive,sub-36,45,598,1.287,-5.706,13.098
II,Naive,sub-36,7,518,13.714,3.271,9.491
II,Naive,sub-36,75,879,-5.999,-7.150,0.205
II,Naive,sub-36,11,1884,-0.910,-1.521,-4.527
II,Excl_known,sub-36,57,722,-0.794,-12.248,12.283
II,Naive,sub-36,101,1289,-4.210,-5.814,2.132
II,Excl_informed,sub-36,77,1493,-0.412,-9.024,7.729
III,Excl_known,sub-36,109,0,-0.273,-1.459,16.430
III,Informed,sub-36,50,1681,0.200,-5.328,16.537
III,Informed,sub-36,20,1563,-10.895,-17.134,9.704
III,Naive,sub-36,101,984,-0.435,-12.508,15.379
III,Excl_informed,sub-36,77,941,-6.080,-12.462,6.646
III,Excl_informed,sub-36,54,960,7.276,2.935,13.385
III,Excl_known,sub-36,22,687,2.327,0.952,3.471
III,Naive,sub-36,11,951,1.518,-15.535,17.308
III,Excl_known,sub-36,119,1735,15.481,-1.047,11.898
III,Excl_informed,sub-36,76,1171,0.062,-2.779,10.471
III,Excl_informed,sub-36,21,1042,9.659,-0.049,10.435
III,Excl_known,sub-36,35,1173,6.068,2.766,-17.088
III,Naive,sub-36,32,520,-7.485,-7.738,1.583
III,Naive,sub-36,39,629,4.297,5.055,-3.996
III,Naive,sub-36,45,1020,4.694,-0.512,-4.538
III,Naive,sub-36,7,601,-2.903,-5.934,4.994
III,Naive,sub-36,62,1573,1.713,-3.985,2.071
III,Naive,sub-36,15,698,-1.341,-0.249,-0.697
III,Naive,sub-36,105,1188,4.234,-6.767,15.540
III,Informed,sub-36,60,679,1.486,10.566,-33.079
III,Naive,sub-36,37,852,-0.262,-7.154,7.770
III,Naive,sub-36,73,2129,-0.227,-5.044,13.004
III,Excl_known,sub-36,57,704,-10.666,-9.629,3.452
III,Excl_informed,sub-36,90,1422,1.776,4.968,4.900
III,Naive,sub-36,75,506,8.126,-2.356,3.229
III,Naive,sub-36,100,588,4.166,-3.641,5.027
III,Excl_known,sub-36,18,862,1.641,-2.603,1.093
II,Excl_known,sub-36,14,2020,-1.135,-2.342,2.621
II,Naive,sub-36,9,1645,-5.403,-1.149,6.587
II,Excl_informed,sub-36,23,997,0.930,-1.368,6.461
II,Excl_informed,sub-36,118,650,-1.614,-5.860,5.494
II,Excl_informed,sub-36,81,1224,-0.861,3.909,6.273
II,Naive,sub-36,10,523,-1.196,-0.237,11.515
II,Informed,sub-36,26,1660,-5.637,-11.320,8.515
II,Informed,sub-36,88,2272,5.377,0.841,3.934
II,Naive,sub-36,1,1436,0.452,-3.781,0.906
II,Naive,sub-36,36,772,-0.505,5.689,-7.519
II,Informed,sub-36,87,1841,-5.126,7.375,1.814
II,Naive,sub-36,99,1103,-3.361,-3.444,10.495
II,Naive,sub-36,6,1028,5.198,-3.692,6.331
II,Excl_informed,sub-36,19,1381,-4.419,-5.128,3.753
II,Excl_informed,sub-36,106,975,-1.429,4.219,-14.011
II,Naive,sub-36,63,704,2.646,-2.792,6.678
II,Naive,sub-36,40,674,-2.326,6.396,9.889
II,Informed,sub-36,52,1497,-2.294,-10.472,24.359
II,Excl_informed,sub-36,47,0,-2.515,3.523,7.573
II,Naive,sub-36,104,695,4.286,-3.784,3.820
II,Excl_informed,sub-36,112,668,4.614,15.755,-25.218
II,Naive,sub-36,93,1091,3.611,-4.703,20.032
II,Informed,sub-36,115,854,-4.972,-8.554,6.179
II,Excl_informed,sub-36,89,1295,-2.623,-2.238,-3.044
II,Naive,sub-36,92,670,7.466,3.486,12.531
III,Excl_informed,sub-36,47,1836,3.703,2.559,-17.364
III,Naive,sub-36,71,1326,-7.274,-6.359,-1.119
III,Naive,sub-36,70,606,1.215,-6.479,5.282
III,Naive,sub-36,99,674,-0.952,-6.391,3.061
III,Excl_informed,sub-36,89,468,-1.860,-6.645,-0.515
III,Naive,sub-36,63,477,-3.632,3.597,-9.737
III,Informed,sub-36,26,584,-6.658,2.860,-5.455
III,Naive,sub-36,9,445,0.941,-1.891,-1.954
III,Excl_informed,sub-36,118,698,-4.027,-2.214,6.076
III,Naive,sub-36,36,1045,2.795,-0.342,0.395
III,Informed,sub-36,52,742,-2.519,-5.752,7.053
III,Excl_informed,sub-36,112,1713,0.863,1.766,-5.737
III,Informed,sub-36,88,1198,-3.179,-6.041,-1.141
III,Naive,sub-36,93,793,1.997,-0.688,3.002
III,Excl_informed,sub-36,106,2287,-4.475,-6.581,6.217
III,Excl_informed,sub-36,23,1472,-3.416,-4.928,-4.312
III,Informed,sub-36,115,1099,10.769,0.172,-2.264
III,Naive,sub-36,10,531,2.555,-2.458,0.425
III,Excl_informed,sub-36,19,607,0.451,-6.724,-0.231
III,Excl_informed,sub-36,27,675,0.115,-3.922,-1.033
III,Naive,sub-36,104,523,-2.553,-6.228,1.125
III,Informed,sub-36,87,831,4.352,0.372,6.110
III,Excl_informed,sub-36,113,518,5.519,0.446,0.042
III,Naive,sub-36,94,1004,6.788,-6.475,10.025
III,Excl_known,sub-36,14,1833,8.668,8.100,-20.208
III,Naive,sub-36,6,812,-7.296,-6.695,12.393
III,Naive,sub-36,1,540,-5.897,-6.559,6.736
III,Naive,sub-36,92,856,1.681,0.313,7.840
III,Naive,sub-36,40,739,2.711,-2.878,3.669
III,Excl_informed,sub-36,81,943,-9.384,-0.074,4.467
II,Naive,sub-36,2,1036,-6.266,-13.190,14.311
II,Excl_informed,sub-36,55,582,1.265,-1.023,9.553
II,Naive,sub-36,12,1129,11.035,-0.566,4.131
II,Excl_informed,sub-36,116,930,-2.867,7.806,-3.560
II,Excl_known,sub-36,56,460,0.001,-2.700,-2.106
II,Excl_informed,sub-36,83,914,11.841,4.542,5.248
II,Excl_informed,sub-36,82,640,-1.188,-2.715,9.065
II,Naive,sub-36,69,514,-0.752,0.292,-0.451
II,Naive,sub-36,67,492,5.586,3.616,-15.089
II,Naive,sub-36,72,439,-0.995,-0.129,3.195
II,Excl_known,sub-36,111,555,0.457,-1.531,-6.516
II,Informed,sub-36,108,769,-6.365,-3.690,2.648
II,Informed,sub-36,53,1596,2.035,-3.731,4.534
II,Excl_informed,sub-36,28,837,-4.543,-11.602,16.099
II,Naive,sub-36,43,772,5.464,8.008,-13.329
II,Excl_naive,sub-36,103,175,-2.178,10.266,6.920
II,Naive,sub-36,4,679,-4.666,-5.189,11.251
II,Naive,sub-36,44,488,-6.534,-10.849,5.644
II,Informed,sub-36,80,1021,5.566,5.102,6.042
II,Naive,sub-36,3,1014,-2.690,-2.006,5.024
II,Excl_informed,sub-36,30,719,-1.395,-4.168,5.308
II,Excl_informed,sub-36,25,674,-0.293,7.358,-7.708
II,Excl_informed,sub-36,59,500,-1.388,-6.866,9.218
II,Excl_informed,sub-36,24,460,-2.054,-1.601,2.939
II,Naive,sub-36,68,570,-11.365,-7.040,9.942
III,Excl_informed,sub-36,116,628,-6.712,-5.890,-1.660
III,Informed,sub-36,108,551,-6.986,0.413,3.528
III,Naive,sub-36,4,389,0.980,-6.699,12.442
III,Naive,sub-36,67,715,-3.501,-8.977,15.007
III,Naive,sub-36,43,522,-0.347,6.201,-18.154
III,Excl_informed,sub-36,82,558,1.295,-6.761,14.030
III,Naive,sub-36,33,536,3.413,-4.478,-6.714
III,Excl_informed,sub-36,24,741,-4.031,-3.033,-0.879
III,Excl_known,sub-36,56,1283,-5.502,-10.028,15.470
III,Excl_informed,sub-36,59,551,10.139,1.915,3.327
III,Naive,sub-36,74,502,8.668,-0.220,-1.212
III,Excl_informed,sub-36,25,473,3.692,-2.938,1.432
III,Excl_informed,sub-36,55,292,5.594,-1.785,8.308
III,Excl_informed,sub-36,83,470,6.556,7.098,-16.352
III,Naive,sub-36,5,302,0.187,2.293,-8.453
III,Naive,sub-36,68,734,2.840,0.322,1.849
III,Naive,sub-36,72,452,-1.308,-1.992,11.262
III,Informed,sub-36,53,1016,-4.569,-7.379,-0.043
III,Naive,sub-36,44,534,-9.280,-8.401,2.883
III,Naive,sub-36,2,606,-14.667,-17.036,5.570
III,Excl_informed,sub-36,114,824,-7.871,-9.455,6.562
III,Naive,sub-36,12,435,2.168,-7.040,0.956
III,Informed,sub-36,80,432,5.460,-5.390,10.960
